"F1" "F2" "F3" "v" "2" "3"
534.137744681172 2055.55650998821 2878.46578777642 "ee" 1 0
546.18015899703 2259.52723481330 3025.03841769291 "ee" 1 0
510.640456917266 2225.58654243886 2757.54222290096 "ee" 1 0
469.508248769244 2214.35516206875 2932.60135567029 "ee" 1 0
486.193807643895 2238.75971563385 3052.87739567021 "ee" 1 0
444.1578907089 2246.65775255387 2894.68222518314 "ee" 1 0
522.233296040989 2240.70414764134 2979.84837518160 "ee" 1 0
522.647040643443 2180.79297347662 2874.79703554388 "ee" 1 0
481.227839858199 2266.98187110916 2876.59439709076 "ee" 1 0
452.210997053655 2353.64217128547 3008.93218259629 "ee" 1 0
534.263939127952 2218.82993442560 2944.40129158014 "ee" 1 0
560.997502689122 2325.99540178501 3058.79338123982 "ee" 1 0
551.456993877932 2187.45021568232 2995.11817174285 "ee" 1 0
518.072257342334 2375.19823210997 2976.57137063271 "ee" 1 0
449.876786499129 2203.52396361469 2950.1477919485 "ee" 1 0
511.354623432936 2185.87702169195 2976.76029461168 "ee" 1 0
447.882395511950 2381.96940725367 2971.9360692339 "ee" 1 0
551.04889945061 2173.04844707115 2979.49847207552 "ee" 1 0
470.655546818021 2166.49913870168 2844.82495348633 "ee" 1 0
477.362639215314 2218.11980947462 2878.66299594203 "ee" 1 0
458.704019231971 2276.67037234365 3117.53377858722 "ee" 1 0
507.346639905821 2267.75035198158 2877.66766274307 "ee" 1 0
542.452312936817 2475.07565003206 2983.31382847974 "ee" 1 0
509.862458435561 2301.34816163094 3101.48188240729 "ee" 1 0
500.31622929288 2264.00054771098 3012.43062445926 "ee" 1 0
512.81636668224 2267.68369290638 3010.91362124616 "ee" 1 0
445.656157045135 2390.83064143672 3048.67969119165 "ee" 1 0
554.236022706652 2486.13328019030 3017.44342613555 "ee" 1 0
487.524564976143 2245.66037580544 2972.7139574541 "ee" 1 0
503.087600530059 2102.71463043109 2842.42412138876 "ee" 1 0
502.315057832343 2489.92377924328 2954.31640667434 "ee" 1 0
516.585778681293 2238.09615419802 2961.99268166918 "ee" 1 0
538.898382885579 2473.71242959533 2970.19567464944 "ee" 1 0
475.572449120051 2174.50099882388 2914.69726339443 "ee" 1 0
507.349599423561 2385.86972115804 2923.55055269818 "ee" 1 0
454.739705652145 2211.98925048052 2919.05037807642 "ee" 1 0
516.698470864958 2283.45807235491 2903.67124336154 "ee" 1 0
544.489348629246 2267.14280856862 3007.83633846609 "ee" 1 0
513.463162363504 2497.47967353769 3051.22805467679 "ee" 1 0
498.240942217924 2233.08983212541 2901.73354616329 "ee" 1 0
520.850596702771 2240.89878181246 2830.69868326657 "ee" 1 0
492.368140796159 2211.50008359144 2853.55098802014 "ee" 1 0
460.739715072554 2233.15034412708 2900.92436820145 "ee" 1 0
455.637612959993 2259.66166584326 2978.04141378489 "ee" 1 0
543.081840542536 2187.04154561347 2956.33124644952 "ee" 1 0
536.261418733478 2397.1121351246 2995.28046715662 "ee" 1 0
522.777706985924 2198.95059421013 2872.55165600199 "ee" 1 0
565.074180758597 2192.19346572851 2996.84990590646 "ee" 1 0
494.71514761735 2153.598489471 2874.91376081591 "ee" 1 0
464.126035684758 2197.81223310162 2854.14692275062 "ee" 1 0
547.792787108557 2264.89553716664 2918.25040684451 "ee" 1 0
489.183632445831 2258.49582347459 2992.4890188799 "ee" 1 0
512.362560477629 2133.38375271378 2852.54787562571 "ee" 1 0
507.210857642897 2295.32942906279 2868.91731971472 "ee" 1 0
477.675253811876 2132.85962863099 2773.13463400192 "ee" 1 0
516.492394680809 2394.20035454291 2920.31599505100 "ee" 1 0
553.03321475019 2253.71497235556 3014.59847962898 "ee" 1 0
448.666481638207 2352.33316988171 3050.19442220739 "ee" 1 0
519.727278838053 2480.04330995902 2976.43765440087 "ee" 1 0
525.525478771398 2162.90943576793 2926.65748639038 "ee" 1 0
527.867670436193 2405.48260071793 2923.49116638112 "ee" 1 0
518.541621970562 2228.56889485210 3064.9845728716 "ee" 1 0
541.171823989677 2168.58416190095 2933.70344536407 "ee" 1 0
460.439438920467 2312.27368084968 3072.53574491364 "ee" 1 0
545.149209214396 2196.11688607743 2891.41964050187 "ee" 1 0
456.046368533426 2315.70616879957 2903.56722260698 "ee" 1 0
500.33229962313 2228.63752233463 2975.02602168046 "ee" 1 0
514.855786380431 2141.35429162243 2852.00859002955 "ee" 1 0
505.472874430212 2169.90768669948 2924.92447803326 "ee" 1 0
