"F1" "F2" "F3" "v" "2" "3"
741.684920799136 2115.73389562510 2992.05354655417 "ee" 1 0
406.559316691688 1856.32683364821 2864.58054967564 "ee" 1 0
695.616388344404 2189.02986034815 2962.98658556103 "ee" 1 0
554.211230209282 2285.87145855092 3161.40989389975 "ee" 1 0
550.987311916066 2106.57672164456 2876.00016727113 "ee" 1 0
447.248774358223 2308.68228654213 2965.09100925993 "ee" 1 0
584.999951363519 2242.34895322609 3152.00092802615 "ee" 1 0
515.103578492602 2152.2735204251 2929.84777907845 "ee" 1 0
478.916695009875 2132.46009277126 2934.73627335551 "ee" 1 0
569.383327364172 2456.38972378157 2996.33652943905 "ee" 1 0
678.65844576634 2042.91281882332 2944.98769242433 "ee" 1 0
604.752520752334 2428.73439404069 3025.47985134585 "ee" 1 0
603.61594406649 2335.51394789821 2986.00640615872 "ee" 1 0
525.119839032679 2130.69122489540 2875.17231453163 "ee" 1 0
320.210843468048 1676.7002270258 2870.62177638272 "ee" 1 0
551.629537079889 2200.00293625564 3079.88076123205 "ee" 1 0
562.531255660172 2160.97579491784 2982.77092670216 "ee" 1 0
589.852299370664 2037.01276370299 2942.5830233217 "ee" 1 0
570.846819169744 1946.77697661913 2962.46895278595 "ee" 1 0
335.233960352599 1787.49645635768 2967.84439855847 "ee" 1 0
689.212212215937 2205.64984384706 2901.40038515307 "ee" 1 0
523.084820214386 2198.55731451913 2946.26162741347 "ee" 1 0
389.668213175454 1751.08410628853 2876.29313994313 "ee" 1 0
590.162205412332 2227.3573497728 2988.13011344864 "ee" 1 0
560.333186777388 2467.00801884495 2999.61153287974 "ee" 1 0
548.193746860665 2244.07797366601 3032.95372408866 "ee" 1 0
572.759040728875 2401.41133456348 3031.25848810199 "ee" 1 0
294.759951170694 1801.985777213 2918.24515288149 "ee" 1 0
628.373638615681 2073.03504923947 2957.50665261898 "ee" 1 0
577.246366006143 2420.41743527088 2995.0133219234 "ee" 1 0
585.677420535774 2259.91536746131 3123.7082477245 "ee" 1 0
537.365225309071 2344.08606421470 3062.66569266652 "ee" 1 0
331.780715318992 1608.53010093793 2932.91614682302 "ee" 1 0
491.506862729434 2203.87669831050 3157.95272411260 "ee" 1 0
633.93649378137 2260.04494708399 2879.95497989532 "ee" 1 0
484.050394187441 2117.17276034272 2989.94018853458 "ee" 1 0
596.979379793123 2415.38233748277 3021.01953455664 "ee" 1 0
488.557816983338 2155.34001457056 3060.25342491185 "ee" 1 0
436.160821012719 2241.46445950018 2976.74802582574 "ee" 1 0
319.353627354576 1762.25991523027 2960.38375857054 "ee" 1 0
491.883690486824 2135.43327664909 3020.26796179487 "ee" 1 0
542.015610060979 2235.14894366266 2992.26813064150 "ee" 1 0
460.886684773978 2194.36096718911 3062.00189234835 "ee" 1 0
408.261867935453 2101.18485831237 2814.21254087982 "ee" 1 0
543.558203434648 2134.26276684817 2923.98149090984 "ee" 1 0
477.492420894983 2209.93197573052 3086.40356377638 "ee" 1 0
319.090467606065 1783.88922979649 2936.32865462761 "ee" 1 0
596.619335459596 2246.46270342549 2983.74348241643 "ee" 1 0
481.269881433106 2127.31000679345 2897.83894597187 "ee" 1 0
502.597038919879 2337.77725983401 3075.98363835209 "ee" 1 0
537.705379381863 2159.59335283778 2938.41425945632 "ee" 1 0
489.499410236796 2333.21749780393 2955.71557716347 "ee" 1 0
552.681134297206 2252.63701608811 3081.68476007615 "ee" 1 0
580.52747566706 2089.22134326833 3158.62953266263 "ee" 1 0
555.749968381286 2371.84162324204 2983.94418594356 "ee" 1 0
