"F1" "F2" "F3" "v"
703.211089647818 1759.50576500228 2768.77340959541 "ee"
568.914467315213 1921.93979810319 2794.71889315688 "ee"
424.079310243358 1881.99604663547 2812.51265595259 "ee"
417.166668488473 2083.82822779479 2787.50515183874 "ee"
504.255226051984 1970.77569145381 2787.79930886603 "ee"
551.610796479285 2268.50337944971 2936.02173554011 "ee"
561.756096013342 1974.92539805664 2796.97961343815 "ee"
731.15299718466 1641.15150631863 2810.76709121058 "ee"
746.690079226012 1814.75987859445 2757.63893498387 "ee"
522.228183007079 2006.28367578657 2682.03985279508 "ee"
393.040169530788 1880.96078648180 2650.51565618062 "ee"
541.36355864195 1825.34120625633 2881.57422383906 "ee"
695.143625176413 1543.49495364094 2545.75066902897 "ee"
550.359613100081 2021.07173113271 2830.30669127792 "ee"
502.683598790999 2308.56482114466 2903.02227417051 "ee"
466.382091858309 1952.30978145890 2718.44340684488 "ee"
656.088412370919 2059.2139597576 2623.74431256906 "ee"
640.453419205465 1723.11216132132 2703.22703945954 "ee"
485.639312259936 1782.60987417278 2614.79419166303 "ee"
496.777439377379 2098.14035427306 2942.74307494239 "ee"
556.121528032066 2354.70904539150 2739.55054481350 "ee"
575.291851379378 2060.12504561686 2645.60487864543 "ee"
520.344049424528 2014.63028083055 2883.04814023143 "ee"
584.646950329935 2284.88928388234 2863.50266227142 "ee"
419.461822624008 2098.20591510872 2816.17518997137 "ee"
554.992723013067 2147.11587319102 2788.23321693065 "ee"
518.245797080492 2061.15184865894 2694.57142988662 "ee"
472.84371900759 1840.27498759648 2751.78979033188 "ee"
541.575783731869 1900.74219081359 2627.45439523583 "ee"
510.615912885924 1729.80538377951 2712.59594164650 "ee"
445.732927920628 2127.97238458068 2674.58662548278 "ee"
447.895233919627 1995.26855066516 2726.95633912252 "ee"
446.406437852812 1884.60202403110 2707.76131260784 "ee"
544.072967388886 1849.77043017571 2789.95442675469 "ee"
752.622615480162 1654.59042117508 2628.08332476203 "ee"
515.015506782489 1910.17697171113 2536.21897013105 "ee"
547.117983800595 1777.10224751333 2585.71586065355 "ee"
509.376017694418 1966.02579005336 2729.65943565975 "ee"
555.653632038523 1901.35646504198 2858.81486560140 "ee"
411.454418653444 2090.01764542040 2738.72864096851 "ee"
669.788911100004 1907.96485974398 2850.22997136642 "ee"
514.505758124976 1847.61431064113 2582.19253819139 "ee"
550.33407821967 1994.27775259774 2799.17786319621 "ee"
628.688617218176 1751.84544605309 2755.66680481228 "ee"
470.897330624321 2196.87662552651 2623.41025328913 "ee"
395.338116320225 2020.79542890739 2817.45335328180 "ee"
622.092853725672 1834.64647883975 2704.15232411893 "ee"
735.521417771792 1906.11985510375 2692.66195659552 "ee"
634.31061467083 1864.68547182698 2753.50703370521 "ee"
575.62489278262 2170.30260586597 2735.80626175886 "ee"
515.790447345755 2031.82071135225 2753.61743506617 "ee"
639.923123607284 1900.48803189040 2792.10005410476 "ee"
561.873044779331 1827.31528467841 2623.30643839665 "ee"
594.72308894446 1979.04592129288 2805.22586787983 "ee"
425.870658443436 1854.36836289818 2735.31235942718 "ee"
555.478126025594 2072.68116540189 2741.53728806545 "ee"
536.282640955654 2167.50277633541 2776.4135176309 "ee"
430.126276855827 2081.59395168175 2713.12940815876 "ee"
411.398527626061 2149.24383019912 2745.98285513321 "ee"
492.262386886778 1834.22415110783 2795.77758602899 "ee"
691.030793722979 1797.81640380806 2775.78303954245 "ee"
492.638940753568 1933.62743880631 2704.68692199547 "ee"
621.656134021094 1880.0802538257 2753.16650248379 "ee"
459.849718314282 1900.28864091203 2727.76495752485 "ee"
517.236303615884 2074.39288273191 2759.68272460224 "ee"
456.126841948562 1956.63245318622 2750.82746341383 "ee"
469.141343638118 1978.66539593221 2689.50460259589 "ee"
432.642107434401 1947.31039379241 2748.10521701951 "ee"
523.538912903842 2033.41961316343 2758.29989144445 "ee"
520.287294688186 2170.33237944236 2745.02525098449 "ee"
528.391959029889 1897.82160903012 2695.18393835602 "ee"
393.385508610871 1753.97484286569 2598.63722405622 "ee"
455.193687691412 2347.52175119091 2815.05889833527 "ee"
638.53773572736 1776.69132870579 2743.89389176714 "ee"
481.707889661616 1869.67695520804 2753.16513831194 "ee"
494.477097933283 2270.98179868266 2835.28320581267 "ee"
512.795510802707 1861.14617062992 2718.90048979829 "ee"
535.766702642809 2112.00842508578 2687.93873282309 "ee"
541.95363327037 2252.96280707967 2691.91878639303 "ee"
780.355313888838 1582.11389934901 2661.103756382 "ee"
462.840151145911 1842.36592833769 2726.82625249208 "ee"
439.497709989391 1891.98565895686 2866.90412614576 "ee"
493.072637808292 2141.89842566100 2772.99271917583 "ee"
427.146051709823 2093.13536775118 2737.85525618808 "ee"
525.645972344917 2050.93590300328 2875.30341983141 "ee"
478.050627420687 1914.13923673594 2689.17752315515 "ee"
486.188521441387 2085.96765857021 2643.98055278303 "ee"
410.611686322162 2102.22864248002 2822.10606527977 "ee"
515.418195997122 2345.33774680336 2953.63585701191 "ee"
658.22118824757 1704.02871366319 2763.76539671093 "ee"
414.651434822716 1906.91482471318 2599.13221618354 "ee"
619.497697099387 1870.22965647721 2751.24886993394 "ee"
563.418278163606 2103.37273170611 2778.63807004761 "ee"
340.756985610588 2183.30042078148 2719.59085923625 "ee"
536.560696706412 1882.46648355067 2647.22272942799 "ee"
520.263667775654 2257.54656748053 2758.20231230700 "ee"
439.05196747767 2030.77576797947 2748.2504649284 "ee"
