"F1" "F2" "F3" "PHON" "ENV"
366.678049894102 2425.75540545465 3053.96122718187 "iy" 0
359.231599119666 1958.8817741265 3103.05342030276 "iy" 0
504.314600401484 2396.07527269822 3019.95351133226 "e" 0
307.037833493766 2571.56226326995 3189.23946194305 "iy" 0
497.138950880105 1804.75591846807 2536.64441718953 "oe" 0
664.50223221827 1312.7424267367 3273.56561373733 "ee" 1
406.332611070046 2282.38598267875 2983.56934290753 "ee" 0
450.66019770148 2343.0391368853 3020.47382210664 "ee" 1
454.328712834577 1728.75284736698 2580.4122883542 "iy" 0
393.991225652365 2755.049378544 2797.64894367437 "iy" 0
451.328939593675 2206.51944160948 2885.527048075 "iy" 1
684.877559708838 1800.55636291459 2599.12772146157 "ee" 1
390.970729123068 2478.72851722216 3176.74541894983 "iy" 1
401.35363172553 2144.68329922997 3028.32373833725 "ue" 0
446.552849627854 2032.578221618 2824.51366732512 "ee" 0
754.427934982073 1587.30284963823 2920.71914105246 "ee" 1
405.858248680165 2650.08067926889 2721.75146349773 "iy" 1
536.676702344182 1929.48330156837 2888.48777367782 "ee" 0
483.127617742464 2284.84234729784 2596.4266135072 "ee" 0
482.396859604768 1636.73493097038 2455.87328821318 "oe" 0
650.992404414284 1677.39920071901 2973.14445845408 "ee" 1
423.242263733379 2275.6407774964 2775.85006100936 "ee" 0
819.26180857539 1589.68133246496 3131.37102623204 "ee" 1
757.256775023237 1784.28851941024 2771.44340876973 "e" 1
495.668460433216 1878.86443883001 2821.74229954419 "ee" 0
676.297010468503 1599.63156434654 2869.93143827535 "ee" 1
393.295806439819 2543.21441062015 2840.64214236735 "iy" 0
455.577295334829 2323.85743370051 3447.72346777954 "iy" 1
697.727601906325 1828.02054218345 2679.94462509543 "e" 1
467.618595233031 2113.74455951503 2911.97232409884 "ee" 0
500.681511719702 2219.43017725104 2870.23232210768 "ee" 0
435.631461132895 2313.62133048742 2868.69778901838 "e" 0
489.156857261274 1762.7187343585 2913.17200072721 "iy" 0
434.10924471217 2211.2176358045 2925.32951093306 "ee" 0
427.397519549284 2366.86092306554 3026.91734087381 "iy" 1
441.133799448847 2368.78408888755 3130.36534022073 "e" 0
616.474771381089 1765.9139377574 2799.26440565849 "ee" 1
411.870476291082 2156.6711309848 2925.00984529697 "iy" 0
673.842987907616 1875.07717731274 3063.04245304183 "ee" 0
444.620844946853 2318.38696026614 3047.65781533866 "e" 0
388.250102930405 2278.13859406256 2905.9756529734 "iy" 0
381.562776120043 2376.59547042989 3242.2794000552 "iy" 0
386.9907115036 1786.86719868769 2719.60212268181 "iy" 0
432.803154189302 2072.55787724176 2879.29101300575 "e" 1
435.30799754332 2095.76173508992 2941.05527833878 "ee" 0
608.757584353912 2215.45539455931 2937.97954100838 "ee" 1
497.115824588895 2114.88208773713 2886.27984811982 "ee" 0
394.371854872024 2256.93283046038 3076.26264367618 "iy" 0
454.645677119097 1897.74653166663 2787.58633603072 "iy" 0
561.275619281976 2273.48615536688 3138.42053639232 "e" 0
364.897479378641 2304.48994611656 3057.26250049964 "iy" 0
431.577473842167 2416.07540923468 3152.79982691478 "iy" 1
466.918333190801 2474.2125552726 2792.43129347448 "ee" 0
405.14533058136 2094.05784195621 2760.54877088817 "iy" 0
410.748550019758 2162.53717675622 2688.96949138549 "ee" 0
701.522899069937 1676.83579327619 2973.78188657807 "ee" 1
511.308366335434 2476.81207559396 3258.04118018792 "e" 0
417.91553670623 2301.58446936797 3078.6734429836 "ee" 0
412.024177377144 2534.91144225827 3035.33594648934 "iy" 0
381.374204921404 2574.32730469396 3361.38292292068 "iy" 0
402.368131250633 2220.06276972156 3064.83526859457 "iy" 1
517.324817111021 2252.76064719828 3024.28799237652 "ee" 0
422.150072746271 2526.95734118576 3337.99819346783 "iy" 0
381.055081893241 2229.0676928759 2666.81891967501 "iy" 0
459.164560975868 2644.28794271974 2699.46240557577 "ee" 0
367.380361212538 2409.0189504808 3042.03987010262 "iy" 0
504.926022787417 1664.02462811974 3481.79527516271 "oe" 0
507.058005334275 2130.28721713449 2988.36924988107 "e" 1
578.95946129994 1953.41542392719 2569.35819339855 "e" 1
403.563300945335 2470.09577059326 2963.34178456585 "ee" 0
483.259000806813 2571.71160923493 2720.82796875913 "iy" 0
533.119916267167 1939.17564692098 2978.60228920987 "iy" 1
507.786265945658 1810.97478672088 3010.33177820918 "oe" 0
822.216047461196 1605.54051005388 3190.39504902297 "ee" 1
434.287684121265 2168.38179952626 3009.46605980336 "iy" 0
477.654305361203 2312.03572861008 2926.26058812192 "e" 0
463.096345693039 2164.51043657159 3020.05702913687 "e" 0
454.589214063404 2372.83103562419 2973.92573507349 "ee" 0
368.060285219055 2489.22408714139 3083.91833857345 "iy" 0
392.534401477917 1844.68129498948 2722.06148862712 "iy" 0
613.056214728288 1923.26435946304 2926.87276970558 "ee" 0
529.565768788528 2265.73078559939 2679.02118140626 "e" 0
636.028635437322 1773.8449211785 2812.13272916357 "ee" 1
485.017639938225 1915.46885851696 2817.11395303485 "e" 0
333.749579035534 2454.88644193675 3116.03155966903 "iy" 1
428.379324610973 1931.65801103678 2793.62838466755 "ue" 1
700.246527532103 1617.21055174303 2228.69715844534 "oe" 1
444.90501623742 2346.91319766219 2927.22867945122 "iy" 1
423.431724662593 2496.31222807397 2535.2611328297 "iy" 0
778.696061601561 1740.45888933517 2678.54804284387 "ee" 1
429.776016399664 1539.51824853421 2679.43932796228 "iy" 0
442.642901132632 2141.77299140189 2883.54468669457 "ee" 0
410.635297648526 2342.41035672853 3041.25209651678 "ee" 0
389.490496317204 2381.57121632021 3157.60558413526 "iy" 0
456.380189667502 2436.8106929375 3060.08004592111 "iy" 1
510.078630128345 2588.57138306383 3279.95417636117 "e" 0
516.229109521862 1450.49487543901 2630.1187560909 "oe" 0
550.405965682592 2404.01175340861 3175.8711827698 "ee" 0
454.450521670616 1930.32440764582 2757.01021349404 "iy" 1
908.729301115541 1524.40834041468 3005.28890261746 "ee" 1
526.485476404416 1979.79300553439 2818.83883469818 "ee" 0
768.835132757318 1541.32779158635 3019.98713825681 "ee" 1
724.371345911484 1827.30928282788 2667.43054431837 "e" 1
536.434251025369 1753.20410113907 2961.98223658929 "oe" 0
708.193206948461 1728.54009028593 2856.8783836232 "ee" 1
411.967736101411 2167.26940574232 2841.14053026767 "ee" 0
