"F1" "F2" "F3" "v"
497.080197319214 2333.81814857444 3138.10237237917 "ee"
576.140904080724 1917.18541063553 3254.16576782585 "ee"
489.725246835112 2200.95942133276 3106.18683498674 "ee"
505.241323831513 2059.30954708218 2813.90168342796 "ee"
525.802554971031 2093.54072399963 2667.61095730899 "ee"
529.368319372997 2216.02713304547 3101.54860252566 "ee"
478.775458703488 1987.76300031112 2779.01425192982 "ee"
483.897450670135 2036.94158219567 2896.94245227282 "ee"
447.999188074686 2148.41989158909 2998.24199827395 "ee"
444.71384365585 2187.65372895524 2860.44655410837 "ee"
351.37230238719 2465.01184530836 3149.25614717403 "ee"
744.898387410676 1708.23684535063 2758.8443530198 "ee"
482.200125425971 2404.10667659788 3187.24200249291 "ee"
563.609962632768 1801.01854708419 2802.5880223535 "ee"
448.157421915929 2392.79122921764 3044.65754968936 "ee"
459.098160301584 2139.96577061517 3021.5123661968 "ee"
492.83077021595 2055.56041380419 2959.57961808551 "ee"
471.518654031028 2412.02270680435 3189.51797868039 "ee"
606.578392628894 2168.40093216004 3231.50165196403 "ee"
394.225833394235 2423.95839539037 3108.79124985218 "ee"
447.250083982959 2405.08361514277 2668.21338632336 "ee"
616.894762312819 1742.39377724354 3101.76553270166 "ee"
471.184452693879 2490.91576903093 3254.85680585353 "ee"
568.56878374093 2096.86727707245 3082.7189437153 "ee"
524.094116489183 2261.2859182535 2715.41238695268 "ee"
535.999073300966 2170.41305015025 3032.00970462088 "ee"
522.460731470897 2116.7516313607 3019.71408172742 "ee"
480.801307291277 2037.80020652403 2752.22360128817 "ee"
607.659156714138 2186.15565453723 3133.6618719224 "ee"
503.621266054783 1841.14725182389 2852.02147198043 "ee"
476.642255152957 2342.17606230885 2887.31942974768 "ee"
399.348614297 2188.62209920076 2956.25721853837 "ee"
607.82035928413 2261.9090957975 2970.10236512478 "ee"
502.962596915019 2266.61181528226 2873.18009206627 "ee"
552.729959712874 2130.35212528676 2815.64490163989 "ee"
479.875140903666 2016.06357652212 2759.77646008604 "ee"
468.365430285312 1964.82549569089 3008.19304786781 "ee"
617.771660632111 2351.92434273509 3125.34480274182 "ee"
568.398166540677 1920.21637334663 2668.57204831847 "ee"
517.823882106137 2332.26125549141 3236.11152122765 "ee"
505.240286985594 2262.00578599407 2865.38968315672 "ee"
549.240527401728 2301.76565889967 2964.06262412245 "ee"
528.847204897477 2237.12769121384 3131.87372953763 "ee"
311.498057372444 2377.97578000977 2987.66261526 "ee"
666.183955376102 1810.09474226193 3119.26003909192 "ee"
555.410814363836 2279.86615883767 2922.97679596756 "ee"
551.646396510965 2256.30421419867 3131.7255528318 "ee"
522.760533861773 2328.77198563434 3231.06367271094 "ee"
415.035147600003 2210.39900260461 2937.54184771425 "ee"
701.135971373467 1832.07463508761 2741.58035586513 "ee"
702.636819437229 1682.30579757953 3245.25046524471 "ee"
428.193359123781 2216.59725962219 3143.68236106672 "ee"
510.83366797157 1731.68487310455 2596.68510758187 "ee"
554.157864944905 1865.29537465178 2600.34721032931 "ee"
781.814268984416 1845.18142269071 2937.62974389683 "ee"
482.967333314735 2244.32050877543 2949.67283320771 "ee"
524.469840250465 2233.00107405118 3048.06937991796 "ee"
528.170673201422 1850.72964761708 3088.56102949893 "ee"
438.919434614845 1611.21234158757 2713.1050631684 "ee"
536.953148700612 2235.26669086896 2856.20323291078 "ee"
426.999935582783 2065.57748839515 2864.61255865386 "ee"
538.471749633281 2449.97633413609 3042.62343012937 "ee"
369.009238568807 2010.61641270223 2829.13011592929 "ee"
582.469456385023 2191.17108030561 2882.68356738102 "ee"
712.581973808338 1614.55098055118 3115.02143603018 "ee"
451.931433155181 2198.19554286062 2692.01768116684 "ee"
675.199527560647 2234.74121242701 2981.99485859117 "ee"
443.162620515915 2192.09225348258 2878.0557437923 "ee"
518.584237251116 2128.57273547177 2982.49581429077 "ee"
400.102736670719 2286.4485499766 3056.46575734974 "ee"
527.184032872075 2472.23158137695 3162.60045143514 "ee"
442.920829985016 2339.20363532144 2992.39623022658 "ee"
513.614844739747 2358.1646620905 3182.14108440637 "ee"
600.356534753864 2208.79675649171 3014.84830203001 "ee"
523.737096780063 2080.67939088015 3054.98239560675 "ee"
466.235642440262 2252.4273114213 2715.09051552631 "ee"
459.943007241914 2205.9583033803 2854.15204238347 "ee"
471.26290763497 2405.01639103725 2995.92694901837 "ee"
483.456305458026 2160.06438613836 3132.59014279385 "ee"
511.634233277705 2165.07649689095 2876.58801071046 "ee"
597.624050990694 2003.70421101371 3259.16818462517 "ee"
486.447259608511 2274.21522196055 2961.95382508892 "ee"
783.440110553724 1706.21060303476 2613.84126669594 "ee"
473.972511449642 2111.52474722473 3004.37292915982 "ee"
481.421336475764 2394.01674028966 2901.0576070098 "ee"
312.630729194354 2460.94665283594 3035.33949730187 "ee"
556.290616870567 2021.09295028929 2846.29598123175 "ee"
468.196387302831 1819.46254531049 2854.41547887541 "ee"
443.1846214855 2445.87221193385 3175.30844239597 "ee"
681.204409800375 1645.13746360999 2871.01847340952 "ee"
469.042328890819 2220.93045440479 2728.84958431112 "ee"
467.419400045138 2105.13157722052 3087.67675098938 "ee"
508.627294646492 2050.3809171371 2605.28910220971 "ee"
452.474920288145 2410.61839967344 3154.14411078204 "ee"
415.990008209943 2425.16201536747 2990.74324468337 "ee"
401.153400774546 2317.72764726175 3037.38692097101 "ee"
686.361976380549 1871.41682817942 3200.69464995515 "ee"
529.099369550279 2408.59232737407 2964.60462719669 "ee"
523.847552736939 2130.34506913772 2822.00565245431 "ee"
436.625887762 2294.30586665249 3052.2984949221 "ee"
495.701389870873 2279.1324885317 3105.68819835933 "ee"
514.825532967443 1933.87645364102 2961.88881999659 "ee"
545.098040479131 2376.67177431578 3106.53387850357 "ee"
