"X1" "X2" "X3" "C"
470.380603778273 2158.32962787281 2991.51471844902 "ee"
394.351207480839 2120.0762024926 2723.73358887801 "ee"
433.084184139316 2498.19028044751 2855.78771963544 "ee"
477.036941938347 2349.86513146848 2958.61266085858 "ee"
438.658403468042 2402.28493526838 3092.75146995422 "ee"
335.359734102798 2266.73459595774 3016.4094680278 "ee"
837.583471906428 1511.20613502326 3167.34689488783 "ee"
643.193908842439 1926.22362470891 2890.53698101871 "ee"
469.973941081216 1702.4996723524 2943.1085687932 "ee"
358.535933198191 2146.11790505838 3050.31995470822 "ee"
368.766409281192 2339.89205103448 2726.95040738423 "ee"
358.799716914644 2204.40223590626 2939.24459060916 "ee"
497.554983006563 1868.99271750716 3034.04403309487 "ee"
399.022257586748 2386.36296274049 3255.43276390564 "ee"
467.409216497408 2163.70767108405 3135.66194010252 "ee"
387.247572754862 2310.83820549353 2892.18124579052 "ee"
436.871856450704 2419.50821884268 3150.98674751516 "ee"
385.645551836031 2227.35968670182 3003.50222527379 "ee"
494.016453164602 2104.53975367048 2914.38349024777 "ee"
501.191525023402 2481.84570680938 3022.64909069656 "ee"
748.097817298173 1829.66286988419 3228.43561736947 "ee"
534.310300547225 2315.4723397465 3008.9858467769 "ee"
453.173827846089 1770.19174270901 2899.48784049253 "ee"
418.029430551194 2478.61470800274 2932.17888839961 "ee"
514.435611395635 2084.40087968224 3119.91450875847 "ee"
379.824005310737 2072.95739684498 3012.13915115399 "ee"
486.715213404211 1986.50984625941 2845.49951278146 "ee"
854.264058873682 1563.73399962566 2848.12657574135 "ee"
473.407369459594 2308.71206039726 3233.87232831219 "ee"
506.169029610207 1791.07136359193 2956.486161978 "ee"
815.572471784567 1573.40004164561 2883.37491768917 "ee"
422.792456611857 2254.5434856976 3054.10905332631 "ee"
478.060576198433 2089.79689395521 2877.3398886669 "ee"
505.764447111741 1796.74726328224 3080.61104130305 "ee"
325.340676027137 2766.00717379754 3469.083596844 "ee"
464.036980183059 2300.37146470045 3130.5434988973 "ee"
479.102787949281 2313.81335415129 2996.30410480288 "ee"
566.163604032287 2031.70620239861 3096.44432691731 "ee"
599.807371506963 1943.84664686724 2854.22515234319 "ee"
553.631034908694 1884.67493786763 2937.11676867874 "ee"
728.526500314316 1853.3411709048 3205.00279982784 "ee"
