"F1" "F2" "F3" "PHON" "ENV"
483.670652625255 2201.51966824815 2913.01334206294 "e" 0
448.148543822163 2158.93233924326 3193.22654245241 "e" 0
433.368297478114 2306.96105786335 2892.61317726659 "e" 0
437.887311000812 2209.43243321885 2975.23602687578 "e" 0
419.56491189843 2021.91170911798 2720.59494115908 "e" 0
461.861503223289 2058.0073728545 2677.45825540585 "e" 0
390.363425024452 2091.20438899971 2791.79097902913 "e" 0
396.00451061844 2323.37993115931 2865.40440814938 "e" 0
554.058019152088 1902.14323024833 2735.1175643308 "e" 0
494.226589999743 1947.94969685171 2960.28306826041 "e" 0
499.221693064279 2075.32663036126 2801.71291709513 "e" 0
502.79633053689 2233.35580390728 3057.39098271344 "e" 0
474.636864310128 2211.93164787868 3024.48184175389 "e" 0
459.69869928844 2145.94373998676 3050.99564225426 "e" 0
477.448621991632 2316.73563263953 2857.99502153367 "e" 0
473.457769361001 2124.85078825517 2904.27516267134 "e" 0
402.45611773785 2252.71616026764 2904.73154051884 "e" 0
499.035406727982 2180.40949714686 2593.85016610696 "e" 0
493.106221577056 1897.79754426622 2864.748153016 "e" 0
441.857153613373 2183.87482383925 3041.01709089711 "e" 0
451.892195900625 2011.15944793294 2830.42011049991 "e" 0
555.688350138968 1751.07239160177 2743.68677536514 "e" 0
439.312947190653 2055.10858291777 2816.97368341243 "e" 0
501.623313623578 2110.57851436102 2764.63711352751 "e" 0
406.04932968993 2107.98350361284 2623.05337830633 "e" 0
387.965140655078 2253.48506800847 2893.98332637816 "e" 0
409.509874474804 2244.51253242177 2774.5627693423 "e" 0
467.707833275744 2187.57944599614 2982.94752257759 "e" 0
481.910648436915 1820.42053340882 2768.86646599188 "e" 0
537.283057102645 1951.11228356711 2698.70560395833 "e" 0
412.615164353081 2092.03215719003 3168.32554311492 "e" 0
467.030893700435 2176.9483526679 2970.55639728698 "e" 0
442.313986648854 2118.31091061182 2839.89973793813 "e" 0
529.127754471813 1691.24415815263 2730.71830024133 "e" 0
422.975989059334 2168.65482150066 2580.33746471956 "e" 0
414.118184220571 2172.28151828558 2849.28616384885 "e" 0
473.452061214934 2122.91164775042 2918.14212403121 "e" 0
407.627630367644 2193.15260168678 2722.21985168961 "e" 0
512.133417477124 1730.73433873925 2651.73880103721 "e" 0
456.099172175402 2264.05086865806 2724.69211194930 "e" 0
510.821480516758 1952.54689579731 2877.76381152806 "e" 0
456.262196631252 2271.58612716701 2794.49700520886 "e" 0
530.036347388812 1629.14446185291 2674.40897649135 "e" 0
475.366537477065 2116.55672700351 2694.23542923511 "e" 0
522.501696649057 2059.40727302093 2789.64047655354 "e" 0
416.051231890902 2170.23018018211 2807.46870636454 "e" 0
494.401701888378 2001.98807109111 2880.06402615775 "e" 0
402.248999074237 2151.2230379182 2825.80710362626 "e" 0
446.6778643051 2199.68323631484 2998.72342166382 "e" 0
361.352908163296 2324.01247112074 2868.95210992170 "e" 0
513.048572722965 1881.24080235295 2657.47881926917 "e" 0
549.204315451282 1977.97544140588 2771.85134983601 "e" 0
461.401662465687 2174.80261065027 2861.44636162684 "e" 0
430.002079537354 2171.69452091988 2686.60007415924 "e" 0
416.095454004912 2021.64025131348 2728.67037567207 "e" 0
426.341399203677 2192.14561717446 2795.53021946327 "e" 0
453.427149264674 2300.51616299120 2873.58406076749 "e" 0
