"X1" "X2" "X3" "C1" "T1" "S1"
504.314600401484 2396.07527269822 3019.95351133226 "ee" 0 "ee"
497.138950880105 1804.75591846807 2536.64441718953 "oe" 0 "oe"
664.50223221827 1312.7424267367 3273.56561373733 "ee" 1 "ae"
694.026863146572 1192.16420073765 2930.59318795103 "aa" 0 "aa"
613.36988485401 1608.97420638428 2745.34130459339 "aa" 0 "aa"
406.332611070046 2282.38598267875 2983.56934290753 "ee" 0 "ee"
807.703993372095 1297.0946973914 2801.51249624969 "aa" 0 "aa"
450.66019770148 2343.0391368853 3020.47382210664 "ee" 1 "ee"
562.345464694745 1400.73845009259 3037.6203129215 "aa" 0 "aa"
587.916145790966 1486.50514824173 2660.93940973905 "aa" 0 "aa"
807.380174392283 1492.93477898106 2929.37080050231 "aa" 0 "aa"
713.614316902774 1542.23064961795 2972.32912757201 "aa" 0 "aa"
454.319058544518 2022.03024174102 2769.31680564928 "aa" 0 "aa"
551.443718750491 1789.00537232587 2901.97561418917 "aa" 0 "aa"
817.859940973732 1363.33436870112 2750.07288918583 "aa" 0 "aa"
684.877559708838 1800.55636291459 2599.12772146157 "ee" 1 "ae"
736.091537925916 1332.58511781622 3221.85579733798 "aa" 1 "aa"
525.215947223527 1946.5251017676 2921.97801619103 "aa" 0 "aa"
736.913358371138 1621.45996310159 2834.89358703162 "aa" 1 "aa"
446.552849627854 2032.578221618 2824.51366732512 "ee" 0 "ee"
754.427934982073 1587.30284963823 2920.71914105246 "ee" 1 "ae"
536.676702344182 1929.48330156837 2888.48777367782 "ee" 0 "ee"
551.89896909042 1653.88369890704 2900.28126280904 "aa" 0 "aa"
644.22258233184 1717.64966909668 2702.67245258051 "aa" 0 "aa"
462.852448451467 1872.03872472042 2765.52498990022 "aa" 0 "aa"
613.870118408743 1539.63488480505 3092.71605012294 "aa" 0 "aa"
509.633358007892 1719.59829264594 2811.32813200444 "aa" 0 "aa"
705.86274543367 1578.06724752026 2654.48491609991 "aa" 1 "aa"
483.127617742464 2284.84234729784 2596.4266135072 "ee" 0 "ee"
534.110436714024 1434.89470744318 2838.86674592506 "aa" 0 "aa"
540.064364965388 1443.54810747247 2853.07150423687 "aa" 0 "aa"
668.009766753101 1559.32685846999 2667.37414047402 "aa" 0 "aa"
