"F1" "F2" "F3" "v" "2" "3"
362.913425439736 2391.58101247894 3124.50596449317 "ee" 1 0
426.502737280956 2236.90254179072 2894.77179074783 "ee" 1 0
704.099830351837 1732.59387361188 2842.18012653179 "ee" 1 0
360.621211425299 2065.68584630619 2828.52984235603 "ee" 1 0
458.751599583428 2139.67726114744 3042.81393064898 "ee" 1 0
334.498312919314 2416.06154883922 3163.75359361839 "ee" 1 0
440.960281156826 2230.47007344041 2952.74444001836 "ee" 1 0
365.659389012407 2172.33923460523 2890.52942480725 "ee" 1 0
670.404222379639 1616.46866564224 2825.92262700049 "ee" 1 0
401.517113660665 2202.29154829117 3105.9586007104 "ee" 1 0
405.223591273565 2142.791797738 2963.30061909600 "ee" 1 0
405.726078357153 2181.04943013368 2822.20676762043 "ee" 1 0
431.945769962986 2205.90307683375 2786.97236517491 "ee" 1 0
419.067942088440 2356.11951841729 2797.54976581783 "ee" 1 0
762.989778608708 1670.42554637574 2568.55135346518 "ee" 1 0
453.227705582725 2180.14205016108 2726.51973223421 "ee" 1 0
688.266788358154 1624.03810052986 2812.12290018785 "ee" 1 0
436.347900716881 2172.51158145006 3176.37698900213 "ee" 1 0
613.642575735931 1605.95526180837 2724.25528070215 "ee" 1 0
730.546919279438 1701.62332396691 2762.04356171359 "ee" 1 0
450.497513055853 2231.65538981219 2715.85884260609 "ee" 1 0
707.913835892921 1736.68406242433 2867.82428572017 "ee" 1 0
398.553905914838 2213.54294765545 2990.7081846804 "ee" 1 0
406.407244058203 2192.4655059268 3279.23106280477 "ee" 1 0
787.62851113865 1681.39196646164 2841.9007391547 "ee" 1 0
664.09151267064 1629.26010601552 2854.88195390704 "ee" 1 0
768.069692622719 1644.77656836258 2877.06228343640 "ee" 1 0
663.471890241321 1664.13454711732 2705.89349746769 "ee" 1 0
378.543484017199 2167.51107955378 3213.38132530291 "ee" 1 0
649.882325710642 1596.63768605129 2720.86323746162 "ee" 1 0
427.202857130490 2115.01115565013 2758.69414734659 "ee" 1 0
436.706105047365 2260.18851356866 2987.49424345283 "ee" 1 0
463.957261200525 2319.42984699892 2934.1289749104 "ee" 1 0
782.415912273484 1686.07790159455 2866.48989001322 "ee" 1 0
722.261054994161 1689.60371506353 2772.58553941358 "ee" 1 0
404.138735393163 2424.39285127465 3164.39806296987 "ee" 1 0
380.789659930609 2113.06667030039 3069.6635781821 "ee" 1 0
836.676988351827 1650.65375683999 2838.49583977266 "ee" 1 0
451.66052829693 2221.87138588298 2956.88335107810 "ee" 1 0
746.998409015249 1780.86138051011 2630.76852952828 "ee" 1 0
425.076051876805 2310.54442904893 2887.24296548638 "ee" 1 0
712.144421108323 1685.55785686600 2870.54310295538 "ee" 1 0
457.912011283005 2124.70074050690 3010.71497961136 "ee" 1 0
352.662571409559 2240.55756243465 2927.87391103680 "ee" 1 0
471.570358221485 2097.61065205951 2860.85822156591 "ee" 1 0
781.840378551386 1809.91801689015 2729.78296803689 "ee" 1 0
393.021787970200 2375.16641915382 2779.99858658155 "ee" 1 0
681.843505983754 1685.17694061461 2862.43706612553 "ee" 1 0
420.503779791575 2297.65592114794 2904.48999976783 "ee" 1 0
390.745676075460 2266.47811563535 2811.27039864198 "ee" 1 0
427.310993455846 2214.96868333096 2802.36882907830 "ee" 1 0
441.401226905379 2237.43278876290 2916.51637476154 "ee" 1 0
445.399324726935 2288.34460066226 2873.69528069911 "ee" 1 0
474.601382076158 2276.44664921389 2838.86376444824 "ee" 1 0
392.198121123035 2156.87253206161 2976.06637797135 "ee" 1 0
405.812948620764 2190.04194428744 3259.42752253783 "ee" 1 0
580.027066815889 1583.82987273416 2710.81456317192 "ee" 1 0
404.531705439726 2233.86762434022 3069.31442122033 "ee" 1 0
723.903193344007 1770.44129190995 2755.7880056059 "ee" 1 0
404.822302762998 2256.81119860779 2957.79459711758 "ee" 1 0
374.638208291211 2273.64813946890 2957.89650458737 "ee" 1 0
391.706470978905 2349.11489529488 2739.60001561328 "ee" 1 0
848.25281831911 1747.7264016703 2804.37420367168 "ee" 1 0
737.812812027745 1726.05056791256 2768.40392717441 "ee" 1 0
400.917987720488 2294.20241241008 2880.80343509543 "ee" 1 0
419.841144445751 2042.05379291697 3084.39435302977 "ee" 1 0
393.182656112883 2351.02690413739 2931.54514356961 "ee" 1 0
392.967943123078 2129.86332624764 2999.36843033042 "ee" 1 0
416.180662622672 2136.17302296635 3098.00788621374 "ee" 1 0
758.80255319947 1668.56192090507 2832.40877888299 "ee" 1 0
402.783847758018 2198.72623404992 2927.96867472452 "ee" 1 0
447.437583876173 2129.15801469979 2877.90106106186 "ee" 1 0
388.900867289252 2209.57221779774 3228.66688436143 "ee" 1 0
755.549497471081 1660.43729592657 2825.64013003891 "ee" 1 0
444.619283572533 2298.32869304067 2844.56684841047 "ee" 1 0
623.440556026708 1716.54303345816 2704.89653178057 "ee" 1 0
360.103402087438 2292.20248313844 2931.27881419095 "ee" 1 0
738.449740099438 1715.35290806895 2607.20330111871 "ee" 1 0
376.310619015806 2233.04276370894 3064.59109032891 "ee" 1 0
721.984287605339 1821.81966591505 2631.08420268311 "ee" 1 0
376.93716829417 2338.39275104619 2764.38419515096 "ee" 1 0
399.832167399911 2143.87018680206 2945.66421879726 "ee" 1 0
414.730636850438 2171.73905838218 2980.55604992192 "ee" 1 0
385.019480522805 2327.19991383766 2819.01673719657 "ee" 1 0
425.327870808261 2135.02835391593 2978.5016204846 "ee" 1 0
389.717670309494 2141.31617299217 3129.57198213934 "ee" 1 0
417.580356231827 2165.74520400714 2935.6352630487 "ee" 1 0
720.430798057846 1671.73034818234 2778.61821977850 "ee" 1 0
478.19691353663 2126.07845828421 3151.96672397623 "ee" 1 0
666.971938433452 1530.69318443143 2776.93694892595 "ee" 1 0
463.466431089336 2214.27813245031 2833.44051846318 "ee" 1 0
768.384770660295 1684.72948682514 2817.02396994805 "ee" 1 0
420.66186075069 2312.05780581657 2955.96358841651 "ee" 1 0
449.264860448405 2114.49942200306 2800.70770661091 "ee" 1 0
335.698201147989 2155.78210155387 2968.68959540241 "ee" 1 0
468.001117278026 2298.90787969290 2829.86189645049 "ee" 1 0
378.865852146804 2344.77320875229 2810.48182432847 "ee" 1 0
748.8873395664 1749.20130062868 2757.64742049182 "ee" 1 0
452.138839330403 2192.40543975608 2789.29757560722 "ee" 1 0
389.079331540247 2235.59864478445 2943.57650927665 "ee" 1 0
631.469076508183 1648.14575189254 2803.14563166355 "ee" 1 0
379.998213729335 2355.88951797132 2799.69373774845 "ee" 1 0
789.565056228553 1624.15715052125 2681.45404609589 "ee" 1 0
430.236775402742 2144.06067471173 2899.79218005829 "ee" 1 0
656.524676300643 1647.54121815691 2771.00739825183 "ee" 1 0
397.373023170194 2214.47319789054 2891.04115976906 "ee" 1 0
395.316728056918 2151.58322116967 3012.87423406951 "ee" 1 0
413.936084183276 2255.39570917475 2991.74135180627 "ee" 1 0
452.036722115647 2322.91327818420 2751.88317183557 "ee" 1 0
477.621337715738 2177.19166162898 3079.03207314246 "ee" 1 0
763.278186954294 1709.51876257383 2799.79351651965 "ee" 1 0
