"X1" "X2" "C" "S1"
498.063150002545 1430.62809792102 "a" "a 0"
532.974255807499 1299.53850560833 "a" "a 0"
633.010132899857 1407.50317432846 "a" "a 0"
693.698375278055 1335.86854427056 "a" "a 0"
953.470331041632 1650.95121811803 "a" "a 0"
702.508685928195 1690.30001591117 "a" "a 0"
856.146798036528 1633.63165964773 "a" "a 0"
600.690320792471 1664.34345067103 "a" "a 0"
675.244694589512 1343.25517328806 "a" "a 0"
666.802501392214 1490.79641727841 "a" "a 0"
742.516538093801 1588.73929744945 "a" "a 0"
663.577869057284 1579.33694694196 "a" "a 0"
825.600210520141 1451.35846349673 "a" "a 0"
534.748603371631 1665.29028575412 "a" "a 0"
530.918809720772 1684.45362856525 "a" "a 0"
486.190542581544 1605.45762633359 "a" "a 0"
664.637447807512 1433.31232949473 "a" "a 0"
581.386609563148 1581.37691778741 "a" "a 0"
564.911347380633 1393.8082292829 "a" "a 0"
629.895848884244 1172.89403221998 "a" "a 0"
934.822167385785 1343.96038755517 "a" "a 0"
630.392797775275 1378.40781929106 "a" "a 0"
766.83760088518 1417.24563192236 "a" "a 0"
689.823712146366 1693.96448457988 "a" "a 0"
522.984082153821 1369.73026916719 "a" "a 0"
745.12024144879 1761.22486384634 "a" "a 0"
795.311402168775 1214.09161546306 "a" "a 0"
638.701069867781 1786.56297003237 "a" "a 0"
640.229628334447 1630.97572003094 "a" "a 0"
571.680448178323 1222.74778659163 "a" "a 0"
714.785231751436 1813.85053861988 "a" "a 0"
690.081813436012 1383.9393847479 "a" "a 0"
651.5826764619 1469.32051895564 "a" "a 0"
924.001649072817 1601.81952978135 "a" "a 0"
717.260665492922 1530.53918216301 "a" "a 0"
508.077487742488 1609.08099444058 "a" "a 0"
729.021248993686 1462.87072900403 "a" "a 0"
627.590563494847 1592.3654088283 "a" "a 0"
874.996167839329 1378.62547132411 "a" "a 0"
645.551566950386 1594.14187673762 "a" "a 0"
681.421159767046 1351.85533572159 "a" "a 0"
648.291644414245 1503.02553660276 "a" "a 0"
841.246344302604 1347.2800657456 "a" "a 0"
660.802341991116 1521.43684058023 "a" "a 0"
706.650158875539 1883.71194529442 "a" "a 0"
889.552822179634 1369.74537944737 "a" "a 0"
697.422522810198 1374.54336046442 "a" "a 0"
526.555097344495 1440.52836859847 "a" "a 0"
463.104106977854 1787.88053086161 "a" "a 0"
634.891962521725 1730.62702691363 "a" "a 0"
921.35348594124 1506.15069167179 "a" "a 0"
815.355373042483 1623.0768839498 "a" "a 0"
