F1 F2 v u
652.2404058851 1650.76678662396 a 0
652.862891467722 1732.53874394104 a 0
528.1082407354 1555.93381101466 a 0
418.437251841405 1300.71751990260 a 0
656.105795537093 1270.91030090981 a 0
855.202384106144 1335.61106964914 a 0
864.85241695741 1669.53125863085 a 0
723.743818410435 1473.41687454789 a 0
704.487542486576 1343.76501101716 a 0
735.280748688136 1681.24036355121 a 0
545.819473295316 1627.12484211461 a 0
418.356258546213 1439.94380342316 a 0
681.338717447822 1639.54226772746 a 0
915.551992634119 1510.93812956769 a 0
674.430282556245 1204.59390852507 a 0
639.52906274998 1784.10998462831 a 0
601.150818725277 1593.09598709902 a 0
941.36070183074 1726.03699975431 a 0
808.231270930427 1433.2226075982 a 0
627.153945780953 1414.99846109556 a 0
766.73683991681 1452.61041155051 a 0
694.445634385524 1316.1875308701 a 0
556.319951423229 1443.02250628901 a 0
743.981234691803 1567.40973529265 a 0
752.647349485968 1310.10354233345 a 0
878.729703858993 1522.48665005733 a 0
727.435626586092 1357.26236887331 a 0
783.855759425056 1492.43713082244 a 0
513.46368818025 1670.69822366178 a 0
486.254611530013 1506.54830380719 a 0
623.947240727535 1661.99938921868 a 0
899.328805075267 1256.32666054256 a 0
798.156175777403 1465.99284399895 a 0
913.790730713726 1457.72960801542 a 0
920.29372406591 1591.75277754881 a 0
840.150431851629 1483.14877477513 a 0
728.881943165928 1477.80611998586 a 0
510.51754059754 1417.79983517257 a 0
635.322156558615 1520.74972177463 a 0
548.939741050698 1661.33983937034 a 0
763.77099441497 1554.64216112582 a 0
579.131215120239 1345.24679906296 a 0
539.744060571253 1697.38676401908 a 0
754.800231798744 1594.13722460394 a 0
544.872088022769 1647.57316689789 a 0
764.525143158958 1636.08465127995 a 0
1035.93860470355 1373.71502379316 a 0
716.551319264541 1774.84592066065 a 0
783.70693318602 1599.99092958961 a 0
787.276132233698 1303.38694014947 a 0
612.235592716242 1647.57891408849 a 0
645.755413902359 1715.38154605286 a 0
574.081239491242 1706.59296135434 a 0
705.844938614915 1770.97274814562 a 0
749.981764190754 1582.29005348269 a 0
814.569691262124 1346.00371833995 a 0
812.621417539281 1338.29530783665 a 0
915.133234057916 1309.88606693754 a 0
612.701958508735 1452.26580733967 a 0
860.930889168396 1633.04070242678 a 0
549.067054695431 1128.99375139673 a 0
645.680581598553 1261.61723879529 a 0
763.794158909903 1684.61612983599 a 0
718.114080498862 1873.36802004729 a 0
601.972465524297 1283.72219478950 a 0
976.8427839263 1278.16252983355 a 0
759.426913651917 1668.31450078447 a 0
575.342049199404 1484.30602900795 a 0
903.691244492207 1476.73692517900 a 0
867.791043382088 1318.40468443151 a 0
467.113021844675 1388.44686984882 a 0
827.579201858074 1822.98363158382 a 0
441.527320037008 1705.43484356589 a 0
623.37696702151 1434.20259656044 a 0
871.114076577877 1351.8574227711 a 0
673.987994257561 1689.39056455621 a 0
682.502566261961 1549.96593728502 a 0
569.482551455354 1756.03888247669 a 0
636.76013749528 1650.63080416293 a 0
774.914191328534 1374.00585857118 a 0
709.54036430842 1494.9138117099 a 0
722.362598203575 1794.86958652534 a 0
552.101836874822 1499.91146637963 a 0
589.657477097068 1785.11895564918 a 0
788.743746159856 1564.75135365419 a 0
692.872277370283 1308.12333218766 a 0
641.139182616081 1624.29127531942 a 0
587.890161016589 1735.14732285752 a 0
779.939069744051 1507.45513156671 a 0
760.544944643697 1372.4103735234 a 0
832.163990350379 1415.70798558166 a 0
903.86240095858 1854.22948627706 a 0
634.750500707264 1501.86038929143 a 0
886.541509260684 1575.62986892488 a 0
818.60505860529 1555.70092837970 a 0
788.411358785624 1457.14909769231 a 0
641.28914486662 1693.15562874692 a 0
627.781422161005 1365.63500459669 a 0
752.310089331852 1809.68242055253 a 0
928.654607395633 1516.18034000013 a 0
661.161507161182 1710.66522173823 a 0
709.128823886509 1571.63460577636 a 0
732.675613108034 1687.03472541119 a 0
602.300031190925 1162.01025844858 a 0
666.635933036377 1472.63895816778 a 0
741.449122688844 1352.68361104158 a 0
819.068226153761 1419.4106340365 a 0
883.46074542997 1519.15937608552 a 0
776.346847245275 1625.10277937224 a 0
852.539768122012 1526.67961559634 a 0
698.872739096339 1935.46300449199 a 0
736.804430679044 1674.44503102102 a 0
749.056681052897 1496.13842768255 a 0
1025.56743972917 1668.68417207025 a 0
630.307374573595 1477.51422039107 a 0
738.46370720531 1381.75612841837 a 0
691.521835256234 1175.70091900662 a 0
758.072765937458 1546.57470586303 a 0
791.284338965155 1499.09895603248 a 0
905.4703511544 1328.98357408587 a 0
595.228620078439 1678.85107992113 a 0
589.882141083760 1324.77573256858 a 0
590.273453409483 1691.23488642311 a 0
709.269417104157 1663.72096423911 a 0
601.760351657155 1421.83117484274 a 0
494.784597577127 1618.53506200482 a 0
804.097340241073 1385.6277073326 a 0
678.72631626736 1362.33650465018 a 0
756.489677359848 1760.38448692325 a 0
629.617463212909 1319.05050679233 a 0
657.086261466438 1720.375359317 a 0
575.028964620978 1587.47216329431 a 0
613.703010482911 1284.20007734657 a 0
665.412604244905 1554.02618747816 a 0
805.641871940772 1592.80789102483 a 0
794.422840983667 1646.82060651776 a 0
897.921011795259 1405.47227192941 a 0
548.437165398396 1447.56652587511 a 0
538.175827029504 1693.82874671224 a 0
639.14395310561 1187.98206750293 a 0
667.691762433613 1631.59303100435 a 0
800.530928729352 1459.53718558022 a 0
504.66750538374 1574.23928340752 a 0
494.563334183026 1292.90147822642 a 0
475.927054413105 1295.99355332504 a 0
670.983226905808 1411.04438505220 a 0
808.229400794591 1682.35197527351 a 1
699.460941157291 1866.35012879194 a 1
634.653350114961 1693.9920687678 a 1
920.155873378683 1407.54297983150 a 1
785.562125940808 1307.43646506582 a 1
755.919992594585 1767.67375450902 a 1
716.84090438648 1196.68481387915 a 1
941.083035155162 1440.94633743695 a 1
743.040237444213 1198.06272895465 a 1
522.704910587219 1977.11446686363 a 1
1008.54673570777 1451.47478775097 a 1
680.61964656487 1390.50618827727 a 1
811.002877456785 1473.50730676983 a 1
634.960000163902 1596.74575563076 a 1
774.832263508506 1674.68907855199 a 1
935.856592493044 1427.45344063412 a 1
653.634439948617 1689.74335647430 a 1
755.371103761266 1406.75070371806 a 1
731.4576185452 1710.43340010518 a 1
742.546039053669 1370.44798063218 a 1
523.705340506557 1174.06307359613 a 1
832.08478938778 1420.73568592145 a 1
776.837434092407 1639.88147417254 a 1
781.620572916731 1585.86145317871 a 1
811.813750600044 1256.11789458692 a 1
706.503115581 1598.74832917118 a 1
934.057169218055 1459.54806107728 a 1
806.388791820037 1447.22078703273 a 1
760.794209239441 1194.28547633141 a 1
771.826875405614 1535.14603618491 a 1
733.001513068857 1305.99885397754 a 1
423.283353109186 2195.8479940214 a 1
745.854496745317 1339.94509007928 a 1
648.211674917256 1585.14228938659 a 1
377.019849180275 2077.67562341846 a 1
954.625379015075 1423.47157626852 a 1
841.206293565489 1199.17371850122 a 1
