"X1" "X2" "X3" "C1" "T1" "S1"
600.515021504124 1330.74880613149 3259.77917276793 "aa" 0 "aa"
702.556187316049 1338.21472473073 3360.49365984556 "aa" 1 "aa"
701.576615537585 1265.96523445095 2560.625366286 "aa" 0 "aa"
604.03884114925 1927.13442468261 2960.36950716968 "aa" 0 "aa"
852.061482475689 1163.09467729615 3069.32157110447 "aa" 1 "aa"
538.872057063886 1693.3994175884 3116.85314895929 "aa" 0 "aa"
531.337210806903 1415.74563048616 3365.64329037781 "aa" 0 "aa"
896.804729573208 1326.25854319272 3006.66721516874 "aa" 1 "aa"
829.56812561211 1463.69365147283 3037.89284055749 "aa" 0 "aa"
854.080500703285 1443.40153671195 2714.42022745068 "aa" 0 "aa"
546.489201777321 1559.18876693781 3058.08226660729 "aa" 0 "aa"
807.572294548913 1387.84044263657 2824.01766408318 "aa" 0 "aa"
808.338511980471 1503.54832201359 3018.41913908356 "aa" 0 "aa"
771.591202570756 1294.92774206434 2817.48107224026 "aa" 0 "aa"
419.09050575676 2091.91676826913 2985.45362042455 "aa" 0 "aa"
760.368529036109 1481.86796290781 2840.43030934619 "aa" 0 "aa"
901.495378690451 1454.15245233265 3020.49193503179 "aa" 0 "aa"
912.49555560866 1440.86332977016 2812.34081530746 "aa" 0 "aa"
656.055529879024 1228.1233881431 2729.82564867472 "aa" 0 "aa"
738.69133830962 1900.66542445561 2958.09986318722 "aa" 0 "aa"
746.234102956367 1411.8080470003 2959.42362751698 "aa" 1 "aa"
626.349626805332 1338.65309861632 2975.70923860361 "aa" 0 "aa"
878.35888536923 1273.51016923128 3144.87967197713 "aa" 0 "aa"
681.295248306021 1542.21265394754 2920.08176574092 "aa" 0 "aa"
847.948672291688 1458.28697774353 2900.84349728946 "aa" 0 "aa"
1018.25924113576 1251.13025233401 3485.4025660984 "aa" 1 "aa"
751.83698813767 1776.89186370687 3042.54371990942 "aa" 0 "aa"
555.567334445051 1332.06394017207 3455.9143520864 "aa" 0 "aa"
536.339452555721 1285.72800455325 2923.25964831565 "aa" 0 "aa"
551.485132004143 1896.38769249016 2898.33021691969 "aa" 0 "aa"
737.71693888953 1543.29202887012 2603.51933425123 "aa" 1 "aa"
701.178164930859 1072.35967940648 2570.94955062136 "aa" 1 "aa"
741.70879843063 1363.47885477453 2624.40838242801 "aa" 1 "aa"
630.875196050861 1503.39247821409 3349.43751668598 "aa" 0 "aa"
800.635175331455 1291.01679592716 2821.29174621611 "aa" 1 "aa"
801.625534003426 1586.25258968341 3015.60924882697 "aa" 0 "aa"
488.242676657413 1853.40361761316 3247.64467137881 "aa" 0 "aa"
759.012676424832 1232.45446598743 2794.95855446001 "aa" 1 "aa"
954.228188079316 1323.87462749973 3081.95165276229 "aa" 1 "aa"
1017.92935162829 1340.52860267037 2866.19438932525 "aa" 0 "aa"
850.425991237342 1519.41299458162 3020.18881732242 "aa" 1 "aa"
472.658514008346 2021.19839807825 2934.7039210457 "aa" 0 "aa"
886.034427674805 1565.28035258009 2955.78070812463 "aa" 0 "aa"
787.088505435192 1364.76961995005 3357.09344923973 "aa" 0 "aa"
932.747367882908 1314.16798328071 3225.49949574191 "aa" 0 "aa"
612.138298882965 1400.88855535091 2921.79229636591 "aa" 0 "aa"
410.500050587533 1872.56468522342 2750.7349619701 "aa" 0 "aa"
927.115207759525 946.964000037758 3344.28483425432 "aa" 0 "aa"
685.498808906828 1284.61667808614 3145.78344786256 "aa" 0 "aa"
878.487713643284 1520.96132712921 2794.03942667715 "aa" 0 "aa"
900.100507159805 1471.65256520001 2186.85246513878 "aa" 0 "aa"
499.752238042722 1323.2723478602 3237.71492926902 "aa" 0 "aa"
776.10672332277 1238.02459382718 2785.01144127877 "aa" 0 "aa"
772.542791742964 1148.26658840396 3446.29822862086 "aa" 0 "aa"
588.295655714597 1463.42610225813 2595.74501350113 "aa" 0 "aa"
730.082623831234 1359.34099151197 2636.31903345871 "aa" 0 "aa"
848.309603697553 1489.56183475257 2977.79265358818 "aa" 0 "aa"
760.957542925494 1406.7166252437 2615.77916720627 "aa" 0 "aa"
622.770749304556 2026.40315695296 3138.31639440592 "aa" 0 "aa"
894.067580869836 1384.24964407955 2949.14577863737 "aa" 1 "aa"
829.420195011636 1289.49563951708 2882.30346616895 "aa" 0 "aa"
559.890695215814 1349.32794391032 2894.15523250572 "aa" 0 "aa"
544.236953365383 2006.65130208324 3185.33150028507 "aa" 0 "aa"
777.990955912009 1315.39069061299 2795.04199550724 "aa" 0 "aa"
601.085478924282 1678.87711708352 2962.65504726041 "aa" 0 "aa"
624.090095982235 1245.79344267518 3242.22398894418 "aa" 0 "aa"
684.651179608804 1380.66377958784 3204.37275739811 "aa" 0 "aa"
748.0583892399 1668.70867454065 3044.08021763306 "aa" 0 "aa"
977.938785533266 1506.99959522767 2826.12523639784 "aa" 1 "aa"
676.791112477878 1637.00190444231 3026.70241419918 "aa" 0 "aa"
760.708688990291 1523.97444926005 2813.1422644096 "aa" 0 "aa"
825.443480681151 1384.83712552359 2823.88585477123 "aa" 0 "aa"
639.142749465607 1412.26425212173 3196.96048695699 "aa" 0 "aa"
834.465126261722 1556.33680457379 3011.01860080602 "aa" 0 "aa"
495.247150434205 1322.20899552264 2726.08939645326 "aa" 0 "aa"
934.521714790753 1354.35279804905 2572.76249707035 "aa" 1 "aa"
947.556773417165 1419.6686140449 2783.68267590803 "aa" 0 "aa"
754.695425678246 1455.20606542754 3059.38027652223 "aa" 0 "aa"
859.970511295143 1461.22470386141 2839.29763389723 "aa" 0 "aa"
883.429562623276 1399.4233296789 2701.04004417556 "aa" 1 "aa"
801.79787919036 1302.95937088279 2583.62969999462 "aa" 1 "aa"
743.556122577647 1261.66282711822 3140.77762103729 "aa" 0 "aa"
866.115015254328 1203.77957161538 3266.86097327811 "aa" 0 "aa"
790.695219377621 1526.14352729075 2760.5513033358 "aa" 0 "aa"
890.87209422784 1339.51487614972 2882.87912076514 "aa" 0 "aa"
797.14969653368 1635.16156947034 2798.55909973266 "aa" 0 "aa"
971.726500154124 1514.17575523274 3196.34045278008 "aa" 0 "aa"
863.094179505975 1359.53877498295 2901.50482931935 "aa" 0 "aa"
787.468084958267 1352.17335108818 2926.07685808437 "aa" 0 "aa"
918.530998975658 1417.89307686334 2337.47837778025 "aa" 1 "aa"
592.477118010699 1742.12761927221 3264.59272693247 "aa" 0 "aa"
785.92962437611 1311.05738623576 2848.8989741432 "aa" 0 "aa"
502.568199079815 1544.4022775126 3300.7581097728 "aa" 0 "aa"
823.478504884583 1649.85355914077 2715.12462650691 "aa" 0 "aa"
679.853745006055 1310.6319048731 2976.11666337575 "aa" 0 "aa"
709.893289966468 1341.75389682142 3197.06661502457 "aa" 0 "aa"
860.16579541875 1347.23151073887 2692.65680421897 "aa" 0 "aa"
888.048091077902 1326.15233086165 3003.72515200409 "aa" 0 "aa"
693.193391584936 1258.27460837328 3059.1187657702 "aa" 0 "aa"
803.519159752691 1500.75796192759 3193.64464415534 "aa" 0 "aa"
783.958391271862 1144.02415532394 3450.17257989168 "aa" 0 "aa"
510.09381002317 1589.56043184327 2505.22811312106 "aa" 0 "aa"
572.808583220569 1533.75957133101 2784.33303231071 "aa" 0 "aa"
892.345414841165 1393.11721413012 3258.5971935878 "aa" 0 "aa"
344.181785091833 1594.9728740837 2921.56541284292 "aa" 0 "aa"
854.255472044634 1430.80493614789 3281.53896847071 "aa" 1 "aa"
549.1700487615 1736.91455424707 2970.01552131628 "aa" 0 "aa"
734.71422261602 1159.26568707736 3013.19425429967 "aa" 0 "aa"
1001.62228289823 1136.45596492726 2646.80431962486 "aa" 1 "aa"
561.287896313733 1409.66959647809 2933.21043180251 "aa" 0 "aa"
499.514515707194 1427.0141692392 3223.18119310166 "aa" 0 "aa"
1027.32921249799 1283.32695080684 2957.41573004005 "aa" 0 "aa"
802.20168848779 1547.88986546966 3053.96868185271 "aa" 0 "aa"
431.346795133879 1730.21484451873 3083.67465120471 "aa" 0 "aa"
572.364298203331 1596.2860165495 3241.1964444749 "aa" 0 "aa"
893.765853135636 1646.41297788037 3021.09474556448 "aa" 0 "aa"
682.965347275092 1836.82966322186 2712.49266778654 "aa" 0 "aa"
728.683546033429 1575.40064576375 3073.37104662355 "aa" 0 "aa"
902.034797280463 1390.4358320283 3331.91936894678 "aa" 0 "aa"
663.083273051532 1653.44320766431 2863.63009169325 "aa" 0 "aa"
831.029562933588 1167.05569646265 2525.94029918203 "aa" 0 "aa"
672.16412930084 1102.29609954715 2715.04341328153 "aa" 0 "aa"
724.325412862716 1208.14220233437 3259.19854652711 "aa" 0 "aa"
681.773312340224 1609.91565492507 2895.24631405714 "aa" 0 "aa"
766.383777221915 1705.58194863924 2709.49614784039 "aa" 0 "aa"
901.546321077968 1616.12347861571 3327.69138681758 "aa" 1 "aa"
834.416539270787 1328.75284679995 2895.03091354683 "aa" 0 "aa"
827.531513887733 1339.13790684924 2589.55584277646 "aa" 1 "aa"
579.718280607318 1794.44663316541 2675.1926986229 "aa" 0 "aa"
477.198342947098 1589.48050945783 2851.98304154786 "aa" 0 "aa"
851.164703296393 1216.75177147126 3438.34664147274 "aa" 1 "aa"
541.454847442623 1400.53471346297 2821.43201392246 "aa" 0 "aa"
841.352384411953 1643.7259937171 2869.39550994037 "aa" 1 "aa"
738.730034891417 1312.83239072686 3277.84307243778 "aa" 0 "aa"
1038.77156077031 1447.27700844241 2906.92686212939 "aa" 0 "aa"
882.745243182722 1411.90046949798 2854.59391121267 "aa" 1 "aa"
488.951127631776 1770.89820058142 2977.8735110812 "aa" 0 "aa"
501.451970246772 1427.05671786637 3099.45740963654 "aa" 0 "aa"
709.2461790156 1429.27063593796 3027.99145460797 "aa" 0 "aa"
628.611600026646 1014.29223205486 2628.77854380442 "aa" 0 "aa"
837.445289353443 1315.12013148785 2868.91749120825 "aa" 0 "aa"
535.29848254715 1557.97511710476 3090.74045738625 "aa" 0 "aa"
850.734820147546 1331.02150131894 2437.98816852142 "aa" 1 "aa"
897.42185572002 1432.35079315462 2656.11856777218 "aa" 0 "aa"
815.298236732524 1205.42032849645 3249.79425175531 "aa" 1 "aa"
830.229206763228 1255.38561206047 3033.36518499055 "aa" 0 "aa"
804.703382691885 1379.45912909977 3439.40324807368 "aa" 0 "aa"
804.261223376029 1379.95298466177 3017.48232639925 "aa" 0 "aa"
528.184548450575 1710.00892696444 3387.27308134781 "aa" 0 "aa"
880.679357604699 1503.53565254749 3106.51274858125 "aa" 1 "aa"
734.849747080929 1364.45490313944 3006.15577598018 "aa" 0 "aa"
774.357380336726 1124.82039784545 3091.60901063866 "aa" 0 "aa"
1000.22706512549 1120.76361652122 3160.43892330323 "aa" 0 "aa"
773.18775065283 1279.92404064788 3211.98889834133 "aa" 0 "aa"
521.066668415686 1400.88829726795 2903.89005978959 "aa" 0 "aa"
830.058500168813 1512.45703538928 3306.08533550698 "aa" 0 "aa"
631.228000017126 1406.09589785395 3300.19812252366 "aa" 0 "aa"
745.953629480448 1568.32080512504 2993.61609899367 "aa" 0 "aa"
656.088896428147 1253.60788116178 2926.60973871695 "aa" 0 "aa"
583.706496806899 1798.62742443618 3269.98559692668 "aa" 0 "aa"
541.409931073071 1234.56762168054 3236.94211090588 "aa" 0 "aa"
987.935622404973 1596.28336344302 3199.19093941373 "aa" 1 "aa"
504.136892842484 1762.06590994176 2978.75962414349 "aa" 0 "aa"
836.718289172865 1392.09561499712 2492.13842013463 "aa" 0 "aa"
825.097081070377 1550.61544425996 2914.21464977955 "aa" 1 "aa"
