"X1" "X2" "X3" "C1" "T1" "S1" "S2"
737.853421100454 1799.14012745097 2463.7246396893 "ee" 1 "ae" "ae"
818.109996347894 1460.72136262435 2821.65983900214 "ee" 1 "ae" "ae"
883.543347203688 1395.18418109639 2704.37797955147 "ee" 1 "ae" "ae"
777.316353720416 1622.75582667367 2409.39243502816 "ee" 1 "ae" "ae"
924.6212300145 1497.8861507413 2800.41641032963 "ee" 1 "ae" "ae"
809.168162815238 1679.88216462764 2266.05472197745 "ee" 1 "ae" "ae"
690.43848972797 1776.92810992189 2716.96688801206 "ee" 1 "ae" "ae"
859.196141770605 1774.87678291524 3237.42395470143 "ee" 1 "ae" "ae"
806.572239601209 1602.84435221138 2572.26214836309 "ee" 1 "ae" "ae"
749.879238056287 1648.11237741426 3066.76112896859 "ee" 1 "ae" "ae"
829.462928790432 1744.51928859267 2898.70578882993 "ee" 1 "ae" "ae"
600.311923024234 1485.04742541137 3057.09203194326 "ee" 1 "ae" "ae"
939.318707074196 1660.11364907129 2545.31205754499 "ee" 1 "ae" "ae"
894.356485873892 1485.23467096602 2701.47510518574 "ee" 1 "ae" "ae"
974.88264733375 1641.04654297896 2704.28529412269 "ee" 1 "ae" "ae"
715.125321155207 1812.79780738621 2811.70373769261 "ee" 1 "ae" "ae"
845.19342070966 1450.88833110098 3061.74317122947 "ee" 1 "ae" "ae"
827.309807641174 1564.75556195968 2567.90188643969 "ee" 1 "ae" "ae"
983.218382306652 1684.66792315835 2507.25306360224 "ee" 1 "ae" "ae"
909.30273720732 1615.473501348 3092.5017155335 "ee" 1 "ae" "ae"
829.70353023296 1618.91506097697 2727.72458956037 "ee" 1 "ae" "ae"
914.097042452519 1642.47605468077 2800.37661785785 "ee" 1 "ae" "ae"
820.325003563993 1720.80509992303 2861.22261450911 "ee" 1 "ae" "ae"
822.216047461196 1605.54051005388 3190.39504902297 "ee" 1 "ae" "ae"
836.466475704522 1745.77348179085 2444.07695075654 "ee" 1 "ae" "ae"
814.780834473667 1617.82021676837 2863.59403705946 "ee" 1 "ae" "ae"
786.937061505497 1761.6556015691 2799.52734697481 "ee" 1 "ae" "ae"
690.029752187025 1796.25412416042 3046.94267845329 "ee" 1 "ae" "ae"
875.764335677307 1576.78065053062 2597.64812240144 "ee" 1 "ae" "ae"
839.307825868122 1669.15809331873 2674.62829341918 "ee" 1 "ae" "ae"
868.631007507466 1572.57230124781 2385.18870787245 "ee" 1 "ae" "ae"
797.557969578368 1665.14430695072 2941.025542753 "ee" 1 "ae" "ae"
833.289844637963 1595.46129038079 2792.66557180337 "ee" 1 "ae" "ae"
917.903583230118 1686.29038388059 3023.95147292907 "ee" 1 "ae" "ae"
875.343705523002 1481.99388473189 2904.888793651 "ee" 1 "ae" "ae"
877.564209558792 1785.67286915352 2470.43501777592 "ee" 1 "ae" "ae"
891.31013595877 1656.67204717398 2562.62794045928 "ee" 1 "ae" "ae"
824.779493813943 1743.23572603116 2815.92815317124 "ee" 1 "ae" "ae"
817.693674665206 1500.59896265762 2439.99187482503 "ee" 1 "ae" "ae"
928.693877869222 1776.69641921967 2967.48375866373 "ee" 1 "ae" "ae"
923.554999133593 1530.37118732634 2600.10597342045 "ee" 1 "ae" "ae"
697.733820138873 1654.03643981017 2735.92682173653 "ee" 1 "ae" "ae"
689.922892924873 1908.72505790033 2889.2887267382 "ee" 1 "ae" "ae"
916.155180637203 1589.94357187173 2936.68522843734 "ee" 1 "ae" "ae"
634.761564571783 1752.4935063962 2628.17896283441 "ee" 1 "ae" "ae"
875.461618453654 1541.70427755736 2894.5016273377 "ee" 1 "ae" "ae"
836.535557813248 1719.61928794035 2784.97597644785 "ee" 1 "ae" "ae"
754.427934982073 1587.30284963823 2920.71914105246 "ee" 1 "ae" "ae"
825.274895039043 1875.36133863967 3135.90388831352 "ee" 1 "ae" "ae"
907.976290029407 1499.62321220087 2610.73001316759 "ee" 1 "ae" "ae"
933.769323232684 1376.58399722354 2439.19775636405 "ee" 1 "ae" "ae"
795.952273758074 1561.34530629319 2856.5302641749 "ee" 1 "ae" "ae"
993.488248538764 1490.79350000986 2910.49953566811 "ee" 1 "ae" "ae"
903.144764876216 1627.63190095961 2734.93122401894 "ee" 1 "ae" "ae"
870.386448771825 1526.79894723058 2791.36525811018 "ee" 1 "ae" "ae"
959.038166874536 1526.177690488 2975.7152320624 "ee" 1 "ae" "ae"
866.455447465022 1684.69494862417 2941.68597064474 "ee" 1 "ae" "ae"
850.024812785814 1422.34268284445 3035.93178839535 "ee" 1 "ae" "ae"
985.308092765673 1415.13052400512 2474.81637628076 "ee" 1 "ae" "ae"
623.084662936371 1716.50172461729 3112.27040123111 "ee" 1 "ae" "ae"
945.505774447669 1480.75277057094 2948.60057382652 "ee" 1 "ae" "ae"
759.074220472702 1785.88016294807 2892.69352614087 "ee" 1 "ae" "ae"
580.617109642754 1663.12720638312 2698.94036381804 "ee" 1 "ae" "ae"
810.015109366362 1568.14824917702 2583.46466909403 "ee" 1 "ae" "ae"
786.12533756522 1639.46740478017 2276.94867843276 "ee" 1 "ae" "ae"
931.679722442799 1317.1536846561 2580.42814284275 "ee" 1 "ae" "ae"
873.070082641501 1604.72888405534 2771.87846441864 "ee" 1 "ae" "ae"
903.179188963703 1503.17542996935 2501.89707456334 "ee" 1 "ae" "ae"
788.015320705008 1613.14089867412 2493.21556343701 "ee" 1 "ae" "ae"
820.505371508564 1615.4016275729 2555.34097312871 "ee" 1 "ae" "ae"
796.613326744614 1705.16680157737 2624.20529322027 "ee" 1 "ae" "ae"
716.771331059073 1460.20568860798 3092.7241140926 "ee" 1 "ae" "ae"
886.674325345712 1240.65126939673 2952.17313220435 "ee" 1 "ae" "ae"
876.080075902997 1466.66934016911 2922.47195127992 "ee" 1 "ae" "ae"
799.873573825058 1722.57330540431 2537.35661339337 "ee" 1 "ae" "ae"
864.9203507048 1618.12000096291 2721.15877577746 "ee" 1 "ae" "ae"
883.69009884471 1630.35176735993 3206.47466639395 "ee" 1 "ae" "ae"
808.735633504763 1841.86229136825 2524.15078101854 "ee" 1 "ae" "ae"
807.479859736976 1550.47357597027 2736.80180292462 "ee" 1 "ae" "ae"
955.019021348334 1550.85429996799 2881.07299390433 "ee" 1 "ae" "ae"
758.268159859153 1911.31315407636 3075.0591184532 "ee" 1 "ae" "ae"
805.713482678164 1556.24884071113 2531.3526690573 "ee" 1 "ae" "ae"
969.679942168846 1472.79654319395 2488.61967211499 "ee" 1 "ae" "ae"
