"F1" "F2" "F3" "PHON" "ENV"
555.611828023757 2295.45913679450 3404.64774614454 "ee" 0
407.196845074943 2453.49315263274 3136.04295186501 "ee" 0
478.154995274125 2632.3536826652 3195.64794241631 "ee" 0
526.532066105088 2460.17789094872 3157.49269181126 "ee" 0
461.635731226819 2115.30424040273 3117.53326054545 "ee" 0
570.340960401387 2334.20735677030 3251.65645224641 "ee" 0
519.166243401683 2301.88853143578 3300.34899362468 "ee" 0
470.241138906702 2300.38366392756 3132.29555555284 "ee" 0
638.153985116464 2038.73375357031 3180.97710621246 "ee" 0
560.6515104431 2248.67900200068 3423.31970937829 "ee" 0
463.81455168433 2490.11623864069 3212.44129087109 "ee" 0
515.827812980228 2253.60963404047 3294.23563727541 "ee" 0
608.28149290194 1862.65113168842 3153.89384007484 "ee" 0
428.393614750717 2481.54564657194 3163.8732468253 "ee" 0
580.492241604714 2234.17752936601 3156.04399367214 "ee" 0
509.579422430487 2467.49524953253 3120.8584521866 "ee" 0
512.374077027842 2506.08628306861 3221.10391930604 "ee" 0
601.310075315643 2244.95032301080 3225.52736793948 "ee" 0
503.276213567703 2321.03638450381 3304.00176102959 "ee" 0
603.795342067357 2258.41244235067 3340.13177314305 "ee" 0
553.824764896216 2375.23974525009 3301.14518968117 "ee" 0
550.316524142154 1963.80596078073 3255.28116250825 "ee" 0
491.969517001498 2524.67108718585 3056.81948336949 "ee" 0
458.465860635847 2343.26460544146 3295.32546601199 "ee" 0
566.293511558288 2295.92895967292 3192.27857610986 "ee" 0
650.556632373158 1963.37308227380 3239.59218041211 "ee" 0
529.713983079015 2207.81601686491 3350.92338974609 "ee" 0
593.167952495443 2340.86245229236 3345.27279970273 "ee" 0
519.155452069417 2339.19713731560 3074.77517546955 "ee" 0
536.978676129450 2359.30893795782 3180.61942014874 "ee" 0
422.532493104091 2436.12721522462 3066.21741486334 "ee" 0
629.378383287794 1742.58387937007 3202.47513287467 "ee" 0
571.737358023442 2342.97019489601 3081.7804950452 "ee" 0
511.25387330456 2076.07490095244 3158.58443597918 "ee" 0
576.331586873535 2345.12690161068 3164.69378230568 "ee" 0
