"F1" "F2" "F3" "v" "2" "3"
489.605859691085 2129.27660590761 2791.25823069604 "ee" 1 0
477.335902676784 2432.57131110308 2980.64116593577 "ee" 1 0
444.538421003587 2105.08856691138 2820.31631824442 "ee" 1 0
499.993340585334 2402.76708761349 3119.51559048845 "ee" 1 0
512.955217833158 2278.78764685032 2890.62778927121 "ee" 1 0
488.947911656381 2270.91048570982 2790.9630730368 "ee" 1 0
499.713239434155 2225.3459120263 2829.53606350298 "ee" 1 0
503.999984635468 2399.98502556219 3066.56014302018 "ee" 1 0
455.622578126503 2118.40926806705 2645.01466456889 "ee" 1 0
519.578398332201 2198.3896723431 2832.21360163526 "ee" 1 0
454.596608493144 2009.55760142829 2861.99588848034 "ee" 1 0
499.777769853319 2188.77023943370 2823.12246167159 "ee" 1 0
491.613256208716 2283.03230029933 2917.48550990715 "ee" 1 0
404.201129653645 2209.02155363545 2761.87966408102 "ee" 1 0
494.870085589765 2224.03930289977 2856.75698642385 "ee" 1 0
498.125585639769 2075.34178634625 2881.74770060118 "ee" 1 0
475.911007399828 2451.29052152963 2980.295579586 "ee" 1 0
454.509835833879 2199.30301550611 2980.95581003455 "ee" 1 0
520.680842999691 2117.27128224334 2814.82013016206 "ee" 1 0
499.32757706567 2264.31659485634 2962.91621922578 "ee" 1 0
512.301755227988 2286.28938527392 3004.30601164642 "ee" 1 0
448.964708662183 2247.73993903800 2946.78804174046 "ee" 1 0
485.483031988608 2374.45950232591 2885.78197265912 "ee" 1 0
412.914580384990 2152.26188481177 2799.27749654604 "ee" 1 0
500.187268353207 2168.23271375935 2782.36390292297 "ee" 1 0
508.239886616076 2146.60492276289 2842.45371226611 "ee" 1 0
517.282994263014 2033.27989388501 2762.74838885725 "ee" 1 0
474.850384952948 2460.02653082265 3027.06546260286 "ee" 1 0
497.19680781144 2250.81967743917 2921.53486249091 "ee" 1 0
607.519464828784 2137.76255397448 2730.16195640040 "ee" 1 0
505.162392342141 2050.96773351785 2757.96328888742 "ee" 1 0
482.871236379887 2095.83448350825 2858.74168716448 "ee" 1 0
455.406440749507 2223.46604885596 2983.12541588726 "ee" 1 0
465.144172530083 2076.39240990564 2931.98180147504 "ee" 1 0
513.128146375636 2173.8115883978 2806.26332428272 "ee" 1 0
522.249318844127 2108.03292735080 2839.33989174194 "ee" 1 0
491.345190849718 2191.50446727022 2841.86783028168 "ee" 1 0
499.83148797608 2068.05835969131 2754.91630808244 "ee" 1 0
455.508818563175 2305.88709968456 2931.75370523445 "ee" 1 0
486.51571141355 2232.05965106136 2833.23680077892 "ee" 1 0
509.933183703942 2451.04809736369 3035.54861361543 "ee" 1 0
509.648048277944 2348.71156167136 3085.07639420721 "ee" 1 0
521.77852709096 2074.82841834216 2722.39045219468 "ee" 1 0
456.832064340493 2037.35161672889 2856.90851583471 "ee" 1 0
589.886998521389 2122.92776628281 2728.64563269259 "ee" 1 0
437.004373624480 2070.77100021942 2692.06457428154 "ee" 1 0
522.054884170661 2227.94508935707 2838.0115634424 "ee" 1 0
502.872550803256 2181.35727466354 2799.73031332258 "ee" 1 0
517.425582870933 2055.28741680527 2767.66762417922 "ee" 1 0
502.650992763583 2372.59701606195 3100.10066357780 "ee" 1 0
442.280424920047 2046.48479853066 2696.64101705649 "ee" 1 0
451.367958697283 2024.10096456769 2873.68475299228 "ee" 1 0
500.344776414523 2169.99643744308 2882.57298316225 "ee" 1 0
501.497692788973 2201.16539230210 2818.82973452419 "ee" 1 0
463.894525590315 2311.67633973031 2878.27489591684 "ee" 1 0
501.324834938434 2303.84755798043 3009.51205459899 "ee" 1 0
435.246478262104 1987.18340381361 2705.99375581136 "ee" 1 0
503.566231513825 2389.84971895526 3004.16228868884 "ee" 1 0
512.879127265901 2389.38563480269 3049.06839715693 "ee" 1 0
534.107361359227 2222.09075476282 2933.12662624296 "ee" 1 0
417.198647994535 2036.28475263293 2752.62032672415 "ee" 1 0
424.30391706831 2163.02007134016 2776.06187032823 "ee" 1 0
477.906216398706 2362.04727739044 3064.63812849259 "ee" 1 0
514.152412324117 2027.36538015268 2722.21536587142 "ee" 1 0
474.491362131689 2008.34078083037 2705.12880758120 "ee" 1 0
485.683060801684 2313.89376189248 2825.79240845656 "ee" 1 0
506.345802475491 2038.65435280318 2784.83349442138 "ee" 1 0
509.495021894185 2045.80846022757 2746.26965983186 "ee" 1 0
507.749324445843 2074.86265685604 2789.64839517235 "ee" 1 0
444.87452013305 2202.61563895101 2952.69327758713 "ee" 1 0
499.814802166219 2197.77425797617 2819.41758911791 "ee" 1 0
534.958341713303 2060.62548303706 2697.70943780611 "ee" 1 0
482.410024270977 2047.46037438324 2738.13880995944 "ee" 1 0
606.463409645487 2104.10809204755 2770.41138038412 "ee" 1 0
477.456973897895 2058.34638026953 2808.14311361096 "ee" 1 0
504.927392556449 2384.69541530745 3154.59243278089 "ee" 1 0
483.988580483645 2263.75373825849 2850.57178377772 "ee" 1 0
498.050858701078 2206.37107254862 2793.84399829371 "ee" 1 0
509.40063730493 2078.90256302305 2757.35088553137 "ee" 1 0
490.041707332265 2065.81473915901 2786.63092739041 "ee" 1 0
504.313199097213 2356.85047978946 3134.23891855555 "ee" 1 0
453.651790395521 2122.43189170553 2901.19011492124 "ee" 1 0
483.906762256949 2238.28274627091 2974.80457613140 "ee" 1 0
480.062596922437 2153.18532005703 2797.07341092552 "ee" 1 0
510.159209437776 2372.45629632776 3131.59713600995 "ee" 1 0
506.678264791305 2377.66722509397 2977.98147976914 "ee" 1 0
524.624980351727 2027.69141467145 2783.61045121271 "ee" 1 0
462.370393176141 2303.38506398842 2913.99093166830 "ee" 1 0
398.351752498291 2217.80579484021 2859.63410326195 "ee" 1 0
499.528293930794 2330.46047981384 2781.12901159781 "ee" 1 0
492.453193970739 2294.36051718387 2899.57646743233 "ee" 1 0
484.855919056141 2135.69727783358 2815.22783821949 "ee" 1 0
525.962439210298 2009.58520063150 2770.47377333211 "ee" 1 0
509.585054079994 2413.65041884965 3120.51586367032 "ee" 1 0
500.764168401395 2236.24672067387 2972.19422800397 "ee" 1 0
434.474331629024 1981.59030306565 2673.42012741229 "ee" 1 0
495.531237104967 2203.75480818112 2898.31730882418 "ee" 1 0
583.165752908162 2085.4530395516 2814.01852584932 "ee" 1 0
486.147173373999 2241.59156941375 2924.30424344204 "ee" 1 0
501.538226136362 2051.15322168503 2785.97732283704 "ee" 1 0
474.731302658989 2280.77279659561 2802.86497356399 "ee" 1 0
492.970379953589 2250.10425111205 2802.37997489521 "ee" 1 0
595.588547880955 2079.90782154554 2786.54854764971 "ee" 1 0
488.142113647139 2344.97510281036 2835.2129370568 "ee" 1 0
495.396516695456 2275.66622979685 2773.71365428078 "ee" 1 0
474.901995727595 2318.32688183578 2857.58954064608 "ee" 1 0
499.975585276769 2400.30655164397 3080.18862345779 "ee" 1 0
493.561404818958 2126.16192880399 2806.53712816762 "ee" 1 0
473.038017463189 2287.09913610026 2819.27773702558 "ee" 1 0
511.492192356465 2052.75212561481 2746.84798800146 "ee" 1 0
433.843856932376 2048.82765574105 2669.47582091576 "ee" 1 0
502.55849886109 2091.98096485397 2781.72695166625 "ee" 1 0
460.726526287683 2018.08699890067 2900.08842506520 "ee" 1 0
493.233793572811 2012.28476638922 2753.59152442787 "ee" 1 0
520.698642349273 1984.14064029505 2703.44406723315 "ee" 1 0
455.479904226493 2009.31239179601 2640.17552928827 "ee" 1 0
469.971256727581 1963.83954402419 2673.93803647314 "ee" 1 0
585.873339391828 2101.38546390915 2742.25398422123 "ee" 1 0
588.673787400437 2120.37251341185 2694.63794435795 "ee" 1 0
512.841852499878 2183.41959295991 2851.87901360167 "ee" 1 0
480.786192695859 2094.1794250608 2813.41548293811 "ee" 1 0
440.127642167506 2039.03916454036 2683.02388792069 "ee" 1 0
505.559021558823 2271.41997856792 3032.18841004204 "ee" 1 0
499.30449426753 2197.68581304697 2905.12717063243 "ee" 1 0
493.88221009194 2044.62698655938 2676.28975370452 "ee" 1 0
526.682061789782 2240.65840556781 2846.87543535855 "ee" 1 0
417.559132835751 2032.18765777283 2728.12071103166 "ee" 1 0
453.970130843029 2126.83113628487 2857.80108441174 "ee" 1 0
482.204393992437 2119.5169033386 2808.02806218575 "ee" 1 0
463.606829914845 2088.08345155854 2837.12113446564 "ee" 1 0
489.177326044952 2068.76108522144 2843.53166839420 "ee" 1 0
518.487947155135 2174.43201233687 2849.43048923112 "ee" 1 0
503.839758189262 1966.61630457423 2816.79155736959 "ee" 1 0
501.735821035744 2302.24398229874 2958.89592622209 "ee" 1 0
497.683032428875 2069.46092077178 2738.52587092129 "ee" 1 0
434.712820066957 2019.25103498524 2669.16709820139 "ee" 1 0
496.195307069188 2100.42132044091 2833.19166004754 "ee" 1 0
497.942684827459 2102.97843955631 2759.31482457596 "ee" 1 0
460.313601294674 2049.38861077682 2847.79970670433 "ee" 1 0
478.690672403094 2250.96430622875 2787.58045377337 "ee" 1 0
522.893365934068 2123.04181679663 2786.94913746657 "ee" 1 0
493.384681042469 2379.71012964852 3132.96075630116 "ee" 1 0
475.639671846822 2222.01867167876 2830.79574934069 "ee" 1 0
519.287053332518 2137.97122617308 2809.74872628938 "ee" 1 0
480.608361372646 2335.80380284427 2912.37035570389 "ee" 1 0
487.148601420496 2159.69466162369 2816.5948191546 "ee" 1 0
455.413735091436 1983.31503007412 2648.38218907768 "ee" 1 0
458.434674045024 2299.34067136922 2890.33189901275 "ee" 1 0
467.739592931302 2060.11401066695 2824.77868189788 "ee" 1 0
435.563359512131 2054.58872196018 2664.00714571770 "ee" 1 0
502.130659365435 2119.71366655413 2834.13428239902 "ee" 1 0
492.589555608185 2139.57800906849 2777.08999720942 "ee" 1 0
406.525003720848 2197.28966436276 2739.95079483144 "ee" 1 0
444.867414499959 2075.77335916240 2721.57500671622 "ee" 1 0
510.855124822181 2238.15246166310 2946.23800925617 "ee" 1 0
494.427236540597 2408.79988809938 3047.45087327494 "ee" 1 0
504.899548751746 2162.55638831235 2791.53016000051 "ee" 1 0
424.231594827435 2229.23369480888 2839.66196329402 "ee" 1 0
494.156401896721 2248.40259133504 2968.47786204876 "ee" 1 0
500.496998320273 2043.21061441123 2771.40406008328 "ee" 1 0
473.661553370243 2064.94832187157 2807.7540755259 "ee" 1 0
511.162645630727 2024.79444822211 2741.26864532411 "ee" 1 0
471.793342679913 2091.92311132677 2652.05782403256 "ee" 1 0
488.209281611392 2218.51212379412 2818.13648975839 "ee" 1 0
486.903844806007 2414.77543200729 2967.00628871319 "ee" 1 0
481.219195032056 2127.74900514022 2823.40229705178 "ee" 1 0
488.839799202274 2231.38962428543 2842.82938257031 "ee" 1 0
487.737903667936 2316.86267809031 2820.63166634368 "ee" 1 0
455.554602487033 2195.18689251415 2972.65262677717 "ee" 1 0
419.069796858163 2142.76623705710 2818.44008411258 "ee" 1 0
494.276993718827 2163.39276925104 2800.33872119773 "ee" 1 0
470.738576196713 2166.95864140094 2910.8129164176 "ee" 1 0
475.922224241479 2484.64250613582 2998.45479474224 "ee" 1 0
467.027705775576 2246.3280054695 2929.91774998023 "ee" 1 0
465.956189300284 2088.99450116119 2849.37999099900 "ee" 1 0
482.24277196211 2257.00382914372 2797.45190552941 "ee" 1 0
482.434933660866 2278.94722181336 2835.00567972933 "ee" 1 0
517.311542839574 2365.74422094515 2944.52603300864 "ee" 1 0
480.534184406045 2281.25055935555 2781.50458038707 "ee" 1 0
509.244593894066 2152.34900337516 2836.41649759192 "ee" 1 0
459.110814636082 2044.98163666152 2586.33724446110 "ee" 1 0
605.21138516611 2116.59684101775 2770.35071877719 "ee" 1 0
480.789675594878 2121.73080433125 2820.14380215866 "ee" 1 0
481.31281608446 2106.11572755344 2904.47250448054 "ee" 1 0
517.378523334764 2057.94568337148 2771.08265314671 "ee" 1 0
506.652047321068 2070.19491608749 2788.2346243205 "ee" 1 0
500.313455507796 2492.52976984990 2980.61735125032 "ee" 1 0
461.916864349455 1988.93007279604 2692.65236023656 "ee" 1 0
505.162323970382 2440.59380304503 3095.37722314360 "ee" 1 0
497.720237110044 1991.33266004994 2749.43377285927 "ee" 1 0
526.292109129749 2219.39769052747 2779.82333480435 "ee" 1 0
499.935541720138 2091.81586414973 2755.95649936494 "ee" 1 0
495.277235645655 2201.79264097405 2764.39049178592 "ee" 1 0
515.760834005844 2211.78618423847 2833.74748724355 "ee" 1 0
504.68081663879 2210.21741704011 2929.02001649389 "ee" 1 0
438.430889298988 2134.25162396593 2856.71214810700 "ee" 1 0
493.383893886947 2282.82248671598 2871.54357426660 "ee" 1 0
503.812898160215 2182.68373626707 2830.81444143895 "ee" 1 0
455.760856972749 2079.98714800549 2770.11081234983 "ee" 1 0
452.807283497915 2329.19415031573 2882.25645072657 "ee" 1 0
501.671801947753 2099.45984845092 2803.15560977396 "ee" 1 0
486.642748870861 2101.09132146744 2752.89506243473 "ee" 1 0
504.891866187988 2230.90207160558 2990.53183052605 "ee" 1 0
458.644347893597 1962.80808431315 2685.37451832692 "ee" 1 0
503.317504523932 2250.01369758218 2848.00796957739 "ee" 1 0
470.626287550996 2113.55204439798 2866.80872627745 "ee" 1 0
428.564593957352 2227.68788345591 2755.35761985959 "ee" 1 0
475.517241964885 2239.53283429022 2826.40853616931 "ee" 1 0
506.321689813933 2066.42605189249 2690.35141038238 "ee" 1 0
500.507683312257 2244.24806479221 2978.0830701179 "ee" 1 0
477.6127442534 2206.26006501825 2977.35937098215 "ee" 1 0
498.636933180085 2225.16031680101 2789.40550043928 "ee" 1 0
486.228887935678 2243.57995940033 2822.58385925639 "ee" 1 0
514.266583773079 2203.65940314733 2927.71683477063 "ee" 1 0
480.788491172796 2425.88249696748 3036.66487480470 "ee" 1 0
488.922264486481 2228.03418432324 2953.04850939811 "ee" 1 0
455.140374932176 2070.73112369892 2698.50041254025 "ee" 1 0
585.794292887916 2073.90222348587 2845.12250077075 "ee" 1 0
502.647889022836 2341.33406163293 3088.05089829117 "ee" 1 0
493.100597238386 2113.35196848923 2813.17447156265 "ee" 1 0
528.946534634417 2075.06209093025 2740.79937720125 "ee" 1 0
595.039568893496 2141.36525254297 2761.00513674675 "ee" 1 0
504.869180732135 2026.81991258329 2740.73392512111 "ee" 1 0
501.412937483666 2475.46683776290 3004.22322953448 "ee" 1 0
521.343107832592 2201.78310661651 2873.46230211840 "ee" 1 0
519.785889673963 2198.44567312895 2815.53878830943 "ee" 1 0
462.045205238793 2349.57612120963 2891.6209007815 "ee" 1 0
534.263491782954 2174.89277064517 2797.60001903547 "ee" 1 0
497.398854651478 2210.92892680538 2922.24251466536 "ee" 1 0
488.946343165565 2295.6233241148 2838.31025479229 "ee" 1 0
425.785835787312 2179.24120001598 2850.74480576124 "ee" 1 0
500.91347709065 2045.48665412678 2736.30103966541 "ee" 1 0
504.573870227104 2015.64741392671 2776.63288797118 "ee" 1 0
516.367327154496 2186.23583688152 2879.26677201529 "ee" 1 0
570.94578579858 2056.91919796096 2780.41356893369 "ee" 1 0
603.56968060233 2018.64481494441 2729.46056676864 "ee" 1 0
473.334498107388 2228.42433640677 2939.76651109569 "ee" 1 0
508.537010335161 2281.08709836517 2892.65411099339 "ee" 1 0
516.270998288056 2005.20634114676 2736.80372676962 "ee" 1 0
510.068075235083 2492.61147109165 3085.22038946183 "ee" 1 0
485.537062147476 2461.67322027584 3068.08780052418 "ee" 1 0
