"F1" "F2" "F3" "PHON" "ENV"
478.062026729249 2319.58428820866 2882.30926796587 "e" 0
488.226963031613 2373.18694611754 3173.76969908641 "e" 0
448.519574731121 2250.01704986978 2890.61469559765 "e" 0
467.821233572537 2164.38219973993 2932.46698750511 "e" 0
390.759675502404 2507.94686594105 2957.27003218421 "e" 0
454.166125393051 2118.01977262018 2851.36073297986 "e" 0
459.46376478756 2225.48312346178 2905.00330597211 "e" 0
495.987174810837 2252.42412179252 2913.46188624350 "e" 0
365.140911759065 2410.17937557779 2889.18594718683 "e" 0
516.027448942531 1943.62756286808 2844.67331963114 "e" 0
505.204996191548 1833.71589244944 2624.76152188251 "e" 0
429.93842406774 2310.65456494229 2896.04016608543 "e" 0
508.229132995451 2307.14616018456 2904.97722744572 "e" 0
549.910743929089 1910.38468259784 2882.81321706989 "e" 0
419.195790138497 2396.00158667677 2947.00228918678 "e" 0
580.692413703083 2008.00619516898 2981.094029196 "e" 0
483.240227180416 2333.14744702370 2882.92655234739 "e" 0
477.64439714242 2273.46652416405 2849.18548357533 "e" 0
486.168614797131 2275.55674032469 2959.96016390867 "e" 0
449.206534154459 2349.12382079899 2932.1492293469 "e" 0
511.515479953799 2039.74817103471 2886.46416065804 "e" 0
536.04886234054 1937.45867314462 2886.38931812207 "e" 0
412.045891145254 2288.82696416381 2934.60168071584 "e" 0
515.16333095306 1881.78737727546 2873.59320509307 "e" 0
512.28342380196 2425.01016536773 2824.60571468275 "e" 0
516.977645577927 1842.79627984827 2688.21738232066 "e" 0
487.25743528706 2365.75064701968 2853.28742193381 "e" 0
426.096894231385 2308.32018621845 3037.66141375673 "e" 0
462.570821419689 2264.21003617209 2987.44562178260 "e" 0
499.406944999692 2356.44168101949 3070.40605067572 "e" 0
494.73211811095 1936.83355598656 2864.02821573820 "e" 0
439.991585268485 2346.81142793735 3004.04424087046 "e" 0
383.974562117864 2425.52571441485 2912.63876037971 "e" 0
576.502978937186 1933.55984886521 2947.22421093641 "e" 0
490.605721213979 2330.88822011070 2812.10702477439 "e" 0
492.631919015573 2358.80688451603 2855.88253168827 "e" 0
427.745786616505 2263.735929042 2971.37428656703 "e" 0
422.225928026714 2156.57304392793 3044.73148676519 "e" 0
466.340719968032 2213.39694344457 2950.90560763003 "e" 0
518.773021854916 2120.97072660751 2900.25803390299 "e" 0
598.837029239149 1948.56021459512 2976.29110885821 "e" 0
462.463144221284 2159.47996293825 2917.06259015405 "e" 0
457.319698081315 2209.09948443276 2815.53768337489 "e" 0
471.434455033016 2420.18429043453 3154.98045897408 "e" 0
492.163636434962 2188.48683039359 2901.00839870488 "e" 0
480.450235205651 2072.27776104946 2839.57094479383 "e" 0
369.428176342406 2084.74456370438 2781.12724837027 "e" 0
444.429347207715 2197.30231290339 2821.99531381654 "e" 0
396.000548511474 2431.76329720320 2890.02329798033 "e" 0
439.978920673504 2248.38467610124 2920.57482975511 "e" 0
444.090069974655 2414.29258601106 2907.59750424804 "e" 0
520.003360272161 2330.19341681686 3012.47155371654 "e" 0
549.512988454702 2316.08392502369 2898.51771214587 "e" 0
491.563253573019 2277.65251597156 2902.142361418 "e" 0
