F1 F2 v u
610.778891703282 1382.91512242701 a 0
641.676117844748 1519.38603365249 a 0
590.393034945318 1626.50855082604 a 0
556.34405541658 1486.82765354473 a 0
676.504117597482 1407.68287525336 a 0
625.092920657389 1697.28966274621 a 0
888.230754054189 1472.46079352829 a 0
984.464960015434 1683.97007503367 a 0
700.452074514468 1435.17609267425 a 0
475.927054413105 1295.99355332504 a 0
548.079780771478 1339.65530013168 a 0
804.5497118344 1604.30539666494 a 0
730.175279464119 1612.23527839481 a 0
713.088413325791 1664.8889478065 a 0
481.904508324479 1788.04458959379 a 0
828.049754215273 1291.81638631752 a 0
636.989191008549 1619.47045118511 a 0
674.430282556245 1204.59390852507 a 0
661.126143460824 1594.04774184346 a 0
752.21256611973 1371.95368822194 a 0
522.305057920305 1335.13324027285 a 0
618.564214282841 1437.78444481598 a 0
780.641617949559 1673.37923918593 a 0
803.561575695822 1377.67369129704 a 0
744.754334699669 1495.41750437851 a 0
578.722924901342 1548.11802109634 a 0
498.625200405448 1441.57033920365 a 0
670.949024548005 1379.30022446186 a 0
667.833522346526 1728.76697437635 a 0
949.623005818456 1702.00967008302 a 0
854.47076564411 1320.89737751386 a 0
763.765396430806 1507.72623741720 a 0
716.762903543663 1539.35373686669 a 0
600.120401329992 1560.46283517306 a 0
672.468904416794 1244.03590093086 a 0
596.855349573739 1650.99514289880 a 0
638.862547693922 1518.32172967885 a 0
576.921909272102 1550.29513973907 a 0
727.557718475572 1577.26519968403 a 0
902.002122743959 1475.07057065168 a 0
522.217998536534 1942.60803258458 a 0
826.363775864687 1201.22723938802 a 0
773.601517070037 1409.31296020471 a 0
622.123821181284 1683.02281541688 a 0
632.27883513512 1623.35066849638 a 0
757.649865863417 1663.44411950223 a 0
607.783158085226 1623.19196492774 a 0
720.667639976393 1709.95745499814 a 0
753.690080817367 1528.42859954425 a 0
847.879907103672 1543.87385676844 a 0
759.063027338934 1709.14835992428 a 0
748.364392909608 1319.44642935482 a 0
573.532620518294 1594.49889293033 a 0
803.378338891607 1473.06945952335 a 0
515.736763762055 1350.90249814020 a 0
595.456442739444 1650.21247555494 a 0
844.838433795264 1314.77282931158 a 0
706.166631816426 1810.80626645933 a 0
499.600634327294 1477.97732090392 a 0
616.828842890134 1643.57129111519 a 0
554.260488398772 1499.41352656387 a 0
602.216360840495 1708.51618036330 a 0
784.238586317361 1761.35638590063 a 0
837.65850058584 1313.53248245397 a 0
430.852143578581 1224.7214070219 a 0
516.761519111197 1715.85773673103 a 0
846.599238983164 1630.28471582945 a 0
692.848950946079 1445.54196178706 a 0
919.956169879987 1614.21268049285 a 0
653.790287939103 1417.8250051066 a 0
650.277204275002 1628.22343641497 a 0
635.445744288626 1230.89349233067 a 0
693.919705630612 1661.18487548254 a 0
516.866646267304 1678.44535884090 a 0
591.940992653148 1520.38487460192 a 0
872.566976516188 1389.02317932196 a 0
745.635528251651 1778.20282986648 a 0
653.343253465789 1704.47399693420 a 0
684.302657000563 1387.23436881969 a 0
663.50873534976 1581.18666588017 a 0
510.190352582733 1337.39256789724 a 0
540.598163469071 1713.74069859137 a 0
657.368985745666 1321.82888756471 a 0
861.64487773393 1372.25120526726 a 0
805.233042742922 1574.31140538646 a 0
602.357065700892 1463.31490464538 a 0
624.818845246929 1707.86127437553 a 0
500.759079675903 1742.79674237424 a 0
741.64793355362 1581.76967847228 a 0
549.404019923643 1375.16662988600 a 0
1084.56315434062 1599.99225102876 a 0
659.244303429834 1449.89918236877 a 0
617.217042130542 1540.27852868498 a 0
564.702492283232 1610.05288479185 a 0
454.218170743862 1502.16558213475 a 0
755.335717438002 1729.030109587 a 0
617.802786451228 1426.37426884232 a 0
578.688934454693 1722.29000727359 a 0
632.47026429494 1700.37799119012 a 0
835.192593552077 1415.47091591863 a 0
592.898277398463 1602.95471351702 a 0
567.383829258263 1681.08200610721 a 0
790.05478524401 1391.19131999669 a 0
955.064401858412 1319.15575738311 a 0
869.932662949783 1525.50644599770 a 0
618.613501720167 1528.40838086985 a 0
766.883348202984 1673.49821058558 a 0
927.451620145733 1781.95841537647 a 0
596.028657118698 1214.54835005672 a 0
573.696418895529 1318.43912049630 a 0
652.357608427273 1558.55523481605 a 0
404.878447364547 1241.27342656600 a 0
434.157092256278 1539.82571953695 a 0
