"F1" "F2" "F3" "v"
456.086389496838 2129.10045753257 2865.88437953161 "ee"
469.528159111482 1991.75601717421 2804.16761148152 "ee"
447.556255360456 2277.11652462076 2729.68065696994 "ee"
507.814964080785 2274.64006034995 2733.56466511139 "ee"
540.56630913097 2117.44404375690 2846.16051643229 "ee"
426.037073944292 2045.45912156534 2828.21995023628 "ee"
645.01285109533 1540.36458285928 2680.79889143715 "ee"
441.801278407368 2259.84097620473 2840.74361579778 "ee"
572.901567800644 1845.27900418179 2867.43852644651 "ee"
460.972144182473 2184.77556341793 2775.22712030044 "ee"
416.683243600315 2392.23292920415 2883.11634909959 "ee"
718.802355733043 1602.39942319258 2770.12370379665 "ee"
419.978414743623 2310.54814683090 3003.15188774501 "ee"
382.751680091036 2396.44895372767 2894.57850438008 "ee"
471.508538775735 2412.67309775078 2910.78468171489 "ee"
745.48532461741 1673.59816676725 2737.92287292868 "ee"
424.915291534219 2183.01445421005 2894.11993630981 "ee"
715.233290274192 1850.76633963231 2874.9211257719 "ee"
477.85413763716 2134.64399448909 2826.890452486 "ee"
480.044734504303 2296.53035155543 2843.43332862948 "ee"
529.983083506749 2372.46700085320 2935.13685278192 "ee"
389.880309607263 2030.95005743555 2864.78156737524 "ee"
792.989712214537 1659.15686725917 2619.77897208465 "ee"
506.341372674258 2104.3000064284 2825.90058003617 "ee"
492.832314295665 2139.31513394566 2832.0054381116 "ee"
441.290425828909 2290.65027739381 2825.87034135981 "ee"
655.272433419817 1850.77865331120 2797.9647954787 "ee"
461.806403162481 2043.47125400825 2809.70307152560 "ee"
379.224276257955 2087.96587938691 2813.73367003933 "ee"
498.308174369796 2208.50411808109 2890.79463872747 "ee"
393.483690548485 2447.85830642403 2915.04162336702 "ee"
571.042435457911 1895.82966912508 2654.14676291801 "ee"
323.293632871092 2103.11928354460 2813.83904203991 "ee"
757.736077881151 1886.06304491198 2816.08842894565 "ee"
470.184352131622 1865.08638187799 2813.08603016094 "ee"
484.850358544406 2238.50700616401 2842.43176578889 "ee"
390.115052948431 2402.99558519225 3072.69424402091 "ee"
455.065207760054 2426.23496538603 2869.19988078739 "ee"
504.251870577935 2144.03294685080 2816.48925979583 "ee"
449.912229631693 2309.80101110705 2942.88863372777 "ee"
446.202877439762 2277.54914062503 2858.48853410786 "ee"
433.94783147529 2180.04634767854 2838.85135848219 "ee"
511.990762956663 2190.57286602417 2766.74507292790 "ee"
817.81840370045 1944.26512815424 2767.52169131428 "ee"
353.829191132364 2266.04968887843 2830.5813518333 "ee"
518.526964119272 2304.56603429499 2811.3441949668 "ee"
502.791563886124 2265.16192658832 2712.01769728582 "ee"
445.119893311051 2108.30698226586 2772.38143712460 "ee"
462.301753161359 2108.36152264938 2787.27812421158 "ee"
648.484419699395 2037.48726843092 2832.09666153880 "ee"
698.48018850715 1985.83680415716 2833.64485071040 "ee"
498.936280511479 2031.56490012359 2844.92751179326 "ee"
654.967254478551 1788.31524198203 2680.69194294123 "ee"
550.691347756601 2307.56613164477 2773.77861966554 "ee"
429.386854611319 2201.82320418718 2928.15155819225 "ee"
328.921855255198 2372.27354671480 2850.57213974124 "ee"
484.151912455172 2163.09046005187 2826.52679368067 "ee"
535.281926657657 1901.93159504791 2707.79326107874 "ee"
514.664847057197 2059.75849267154 2735.38962075280 "ee"
575.01959063341 2269.07369970934 2891.75239137349 "ee"
452.007593767775 2435.18857018454 2758.77420903619 "ee"
692.90888175877 1543.75751522250 2748.52044665554 "ee"
770.638034619671 1734.02544986826 2614.40975241788 "ee"
467.859940922568 2167.86703173507 2768.50015585106 "ee"
496.865470207517 2322.11781814497 2917.38085684914 "ee"
434.040352603047 2417.30066361119 2877.30774461517 "ee"
697.364135636166 1496.96774499395 2779.74721579498 "ee"
535.79169065696 2151.65968317269 2697.41461722739 "ee"
451.304021695684 2238.83466079210 2751.91852998371 "ee"
544.82992254433 2233.08584344432 2807.34802420738 "ee"
717.830716933951 1848.87714823038 2707.1099652892 "ee"
562.311162123736 2087.73100272811 2830.97736492100 "ee"
479.638398532779 1888.30828477746 2783.47422112381 "ee"
354.424040324089 2485.49573892355 2902.48693443077 "ee"
497.219351669802 2108.32289199111 2781.11397738874 "ee"
471.790334856226 2212.86451841504 2774.00133751418 "ee"
458.316421530146 2193.31648497256 2688.97470602095 "ee"
369.006367455736 2266.62385491416 2835.46649322837 "ee"
440.314435083912 1987.34380415454 2851.30742987009 "ee"
496.580309912427 2230.31478544827 2833.68859221832 "ee"
734.05010117188 1603.66885515725 2998.47150093096 "ee"
512.969633635503 2127.96543549712 2834.43565498477 "ee"
472.189503574053 2051.22041993073 2791.87181656531 "ee"
701.93132989589 1907.84191844529 2803.58217025873 "ee"
558.724400673746 2133.71294168486 2857.52462806556 "ee"
475.399855238947 2312.56679512478 2803.07788350253 "ee"
458.112351962623 2362.5371779581 2899.20726954569 "ee"
505.987434176258 2180.0999866054 2845.14327021060 "ee"
452.095955030705 2219.15911578898 2758.30806219733 "ee"
526.236739917967 2246.29939049047 2740.70408519098 "ee"
357.633608975952 2395.11221496279 2652.45686985496 "ee"
806.392435522908 1983.50893555936 2767.36447758305 "ee"
793.798185276313 1719.81069215215 2751.34464615596 "ee"
727.55938144695 1627.10009414333 2995.73429540161 "ee"
774.035173894972 1539.13401446751 3037.91285115241 "ee"
750.352534157743 1820.05151887174 3098.06505275546 "ee"
