F1 F2 v u
824.84599670182 1416.90572288723 a 0
628.092679080735 1653.88689750305 a 0
554.09320137299 1502.85631798283 a 0
706.260960223533 1364.03023213764 a 0
664.229540481374 1027.78068150296 a 0
522.408876105689 1345.20635759576 a 0
780.109573196254 1628.67986590436 a 0
848.965564958033 1676.16055799819 a 0
673.159074836557 1402.54353140616 a 0
829.55892827097 1296.08380286165 a 0
501.270032215981 1145.47038378698 a 0
864.723739104798 1608.19737091465 a 0
779.257140587339 1388.66038785145 a 0
663.339209518747 1473.03641906542 a 0
749.839844279214 1560.57934900992 a 0
839.71173405888 1475.68444736564 a 0
675.509815784484 1468.25508134927 a 0
596.855349573739 1650.99514289880 a 0
581.185023567944 1623.37485086804 a 0
911.919874083681 1371.07327599947 a 0
790.933555897977 1303.89146605983 a 0
652.200617647844 1638.35338358615 a 0
632.88708356428 1664.29692924676 a 0
690.582910325174 1667.32042997002 a 0
769.99120550841 1589.91850932967 a 0
679.653516227949 1358.19797564975 a 0
562.939705369692 1727.58271358223 a 0
976.028970558038 1636.13213722702 a 0
866.040498331392 1600.49154543060 a 0
674.430282556245 1204.59390852507 a 0
727.971945676234 1574.23243908977 a 0
952.888561259842 1420.52115035918 a 0
599.031156113549 1550.76103969106 a 0
768.754387173837 1500.71240044515 a 0
950.555369141464 1184.28406839683 a 0
720.647459171268 1217.52986802187 a 0
832.647718333131 1577.60905365425 a 0
557.244397672584 1696.30800040405 a 0
766.090453663734 1261.89400933124 a 0
694.92717208636 1614.37029598993 a 0
949.623005818456 1702.00967008302 a 0
481.565432049736 1475.24737605896 a 0
710.833340823055 1734.24041723611 a 0
508.300114947444 1481.63075908191 a 0
714.578765713638 1283.79281476337 a 0
670.461415163051 1336.69346364997 a 0
654.441001472408 1665.42796350593 a 0
548.184195165887 1452.24405321219 a 0
738.54677819607 1627.94472117960 a 0
543.242549941006 1627.95486856998 a 0
711.637859013701 1434.87401772783 a 0
668.447672247437 1440.45039977413 a 0
658.001892080111 1188.03503309503 a 0
918.994991479077 1486.6713030679 a 0
633.31977950027 1683.97920041518 a 0
921.280063518061 1325.31277658006 a 0
770.430359347293 1640.93988037401 a 0
873.472030130793 1464.78967977485 a 0
620.434884542927 1569.99290073852 a 0
668.068285666418 1247.65097957272 a 0
765.165691527812 1650.12968087752 a 0
647.309584041506 1713.87431031324 a 0
890.513784041745 1509.47110683614 a 0
1008.66707008282 1570.08943297881 a 0
850.316828448424 1324.02446953581 a 0
742.997041588973 1668.22727244439 a 0
641.046946472406 1663.76725810567 a 0
585.012104515659 1395.36223799970 a 0
901.504755016354 1485.48529398777 a 0
560.113594009720 1373.86104512879 a 0
536.133509594929 1603.15914925031 a 0
972.199438061747 1324.35435178676 a 0
680.389335612173 1626.52424221238 a 0
580.425817033555 1268.78085931024 a 0
791.844121225714 1590.50091497669 a 0
644.117085222287 1796.56767651772 a 0
787.276132233698 1303.38694014947 a 0
617.062366936444 1656.91340046101 a 0
828.49550996862 1398.53046966102 a 0
573.522051882819 1361.04317358668 a 0
842.752692928144 1404.64222411185 a 0
815.244906467538 1808.72268638163 a 0
653.734907859091 1681.22165089608 a 0
590.641913011801 1437.09380897395 a 0
895.57176023524 1665.77278580141 a 0
419.711894963202 1311.99028562644 a 0
605.36791037195 1357.13449445762 a 0
748.364392909608 1319.44642935482 a 0
521.725768035204 1519.80498696929 a 0
669.041014016513 1354.59799566167 a 0
601.150818725277 1593.09598709902 a 0
476.906849453159 1804.90878086086 a 0
571.873403657683 1459.55320978433 a 0
576.089391685685 1459.24812012608 a 0
789.889408733406 1356.85635161240 a 0
533.691785442671 1523.09606644198 a 0
802.59750757476 1749.54049287807 a 0
780.72890372491 1432.99564317175 a 0
634.934323672412 1474.7207082167 a 0
834.174593270066 1628.79041339335 a 0
746.77090023627 1592.0868782646 a 0
483.040503948853 1531.69795908455 a 0
789.948147922715 1644.78411962183 a 0
798.859836523108 1731.68134728431 a 0
762.941347613653 1707.06257927977 a 0
729.55485192377 1666.63100549079 a 0
524.236173668437 1572.68553756892 a 0
618.620151662116 1800.47745063135 a 0
996.389953500463 1346.27670399694 a 0
626.689415256166 1446.19898846100 a 0
683.50613119762 1510.97468964258 a 0
556.499294222015 1363.53663547189 a 0
720.02471335314 1637.21575032783 a 0
759.426913651917 1668.31450078447 a 0
670.815394790445 1832.44632851315 a 0
583.530878559047 1659.49427300129 a 0
819.367742922101 1496.29042080249 a 0
726.894697706181 1783.25437413925 a 0
500.423579884858 1485.72185565197 a 0
907.178425084345 1366.75855896263 a 0
549.636132148748 1673.55285100621 a 0
540.564220479132 1301.15518397238 a 0
835.302417730747 1590.0231134896 a 0
651.376699714822 1529.31308798642 a 0
607.858404506098 1414.13246049335 a 0
596.897819289435 1581.52413888316 a 0
780.848546524442 1667.42688911225 a 0
531.13839822962 1681.18679970824 a 0
677.956203438887 1751.01568944197 a 0
673.20749424046 1621.74108779946 a 0
849.528903914864 1489.04332403835 a 0
593.970244587852 1207.68716923647 a 0
884.292574557814 1818.08694127783 a 0
579.36832294105 1409.21603458881 a 0
703.112551875498 1608.71657008594 a 0
860.79293857698 1576.47098085646 a 0
530.650708153418 1736.24179016283 a 0
623.546946403643 1321.97818721752 a 0
514.403136565899 1759.94115247891 a 0
907.253707902575 1375.22947259180 a 0
416.429058402626 1177.10193486008 a 0
