"F1" "F2" "F3" "PHON" "ENV"
454.245799902663 2374.55060944406 3182.90303541965 "iy" 0
504.225549296722 1993.02893346898 2734.3665665547 "oe" 0
472.097293285752 2445.41080635528 3158.06060567212 "ee" 0
471.116295637473 2385.59191920044 2947.81833771562 "iy" 0
541.713427695999 2493.66212386616 2806.68616562358 "ee" 0
387.046477442454 2418.73003079283 3173.89604137676 "iy" 1
369.96366035765 2474.53973236235 3266.35129039063 "iy" 0
386.371860695128 2280.40901427694 3159.64556134253 "iy" 0
403.521888355832 2348.21406208523 3048.49391096501 "ue" 0
502.17571028162 2084.57351339161 2875.38115129623 "iy" 0
539.303915047795 2039.75819258978 2859.88987368339 "iy" 0
824.779493813943 1743.23572603116 2815.92815317124 "ee" 1
386.313466935979 2646.9132717892 3176.30533389047 "iy" 0
478.102710254728 2460.43540790752 3146.80052400708 "iy" 0
547.338994161381 2047.31772587327 3096.50411360163 "ee" 0
850.608696500319 1666.2540595436 2656.58519106487 "ee" 1
913.652241829261 1750.34149070856 2958.23790305876 "ee" 1
447.436879361181 2203.03777471363 3134.04629990523 "iy" 1
399.693123358165 2455.32563548353 3281.02460836795 "iy" 0
421.024732213505 2269.51801333008 2974.52971827975 "iy" 1
609.115029838476 1630.57013183384 3025.07218740415 "oe" 0
430.897068887259 2749.30180937984 3293.71993804808 "iy" 1
505.522430677253 1786.67505793338 2782.44249907481 "iy" 0
606.683130314345 1597.14670449873 2766.02870768098 "oe" 0
801.65126160435 1639.0955757464 2830.74961941545 "ee" 0
473.972511449642 2111.52474722473 3004.37292915982 "ee" 0
459.396354135701 2367.7424037576 3100.69071634205 "ee" 0
520.161413504443 2054.15305423528 2724.39477546627 "oe" 0
589.261286952923 2156.86078454136 3107.42589223882 "ee" 0
533.973672404273 1729.10819675536 2742.23424561275 "oe" 0
534.517097429995 2248.06181330526 2985.30033887628 "ee" 0
827.027678303255 1698.26453448192 2776.1220465145 "ee" 1
542.556279796489 2132.85292219626 2951.38110380601 "ee" 0
823.98239818277 1687.7596332778 2817.72163659132 "ee" 1
824.877997961905 1871.80934026206 2959.53675987993 "ee" 1
452.596129814199 2568.20097796746 3173.58447769281 "iy" 1
460.676929299127 2528.4734822735 3144.90400922952 "iy" 0
502.245759976065 2050.34322377257 3140.54237244114 "iy" 1
553.147283095345 2154.66774495325 2967.30464918149 "ee" 0
526.698975060441 1617.16567568435 2631.92278434518 "oe" 0
802.505145626043 1702.21718042846 2799.59851266647 "ee" 1
452.075582892639 2243.18012978705 3020.13166905832 "ee" 0
467.986309063552 2189.48600451409 3145.33188991365 "iy" 0
455.952701916642 2086.67163018217 3027.70942758591 "ue" 0
452.471459039723 2442.81245821874 3203.27467000018 "iy" 1
500.061211965275 2226.41665144411 3124.94497638888 "ee" 0
555.314261182796 2457.89503385483 3057.0462630928 "ee" 0
515.898171173769 2042.33827713071 2605.93720391053 "oe" 0
352.228158046357 2153.54627527968 2937.11062957214 "ue" 0
523.671744855533 2274.98826279617 3109.08363725927 "ee" 0
505.769228002399 2301.85359881182 2993.02025917107 "iy" 0
545.504506622045 2380.67066399053 3174.93347690813 "ee" 0
836.535557813248 1719.61928794035 2784.97597644785 "ee" 1
319.263414871856 2113.9153270293 2966.79252277583 "iy" 0
529.368319372997 2216.02713304547 3101.54860252566 "ee" 0
451.995622302849 2676.15989893714 3330.57924922539 "iy" 0
336.889227823915 2116.41439706759 2954.39943338286 "iy" 0
443.322187823885 2411.00503683353 3105.72467743965 "ee" 0
450.920682229672 2335.71750499513 3098.4975173833 "iy" 0
503.820138064341 2241.05754306895 3048.80202307602 "ee" 0
402.740536087997 2133.33927462025 2988.47562002073 "iy" 0
544.405972144743 2144.73656893676 3034.24508892407 "iy" 1
568.56878374093 2096.86727707245 3082.7189437153 "ee" 0
382.458997945019 2584.06951279502 3235.31725972015 "iy" 0
899.522041744382 1748.21726225413 3098.82872877955 "ee" 0
459.355944814958 2035.00969419184 2750.29866968913 "ue" 0
435.998471600266 2005.11142360876 2791.69948172862 "ue" 0
540.724192628852 1745.34259021126 2920.78568014946 "ue" 0
587.058467942592 1750.3453103712 2887.71782814605 "oe" 0
470.888257128952 2368.23325541672 3036.69441573846 "ee" 0
512.068836475507 2110.80718868412 2908.53247240477 "iy" 0
413.255263937313 2517.24494230719 3145.4105347895 "iy" 0
381.878902204887 2644.24461888995 3166.82737494856 "iy" 0
415.937170711745 2230.60980694051 2851.87930052573 "iy" 0
412.525997927449 2367.03769548025 3276.53016197603 "iy" 1
459.098160301584 2139.96577061517 3021.5123661968 "ee" 0
386.167128520543 2398.97541155538 3180.78086034762 "iy" 0
417.45320236666 2102.80022326355 3009.14108079316 "iy" 0
420.419493890374 2309.66784643728 3208.59871409174 "ue" 0
