"X1" "X2" "X3" "C"
815.968811473737 1741.16227134452 3019.09263976216 "ee"
431.915454746566 2499.58916513515 2949.80231300774 "ee"
541.810957546218 2298.77925585703 3052.07621244474 "ee"
921.610956442725 1579.08855732268 2935.56749209357 "ee"
622.455681737136 2167.41005876465 2915.44691822234 "ee"
515.959322930411 2539.48311314031 3032.74889870386 "ee"
534.107285879905 2002.67868382015 3016.23692802315 "ee"
510.51224158227 2216.57119687719 3091.39668394813 "ee"
583.289799002721 2076.58745866411 2960.35738212292 "ee"
569.039954039864 2163.21359685033 2786.66923538408 "ee"
414.644145983328 2066.93394961912 2806.47829674825 "ee"
453.358483956649 2061.56883080939 2886.44296623538 "ee"
475.947740990798 2335.32473447853 2966.88489162015 "ee"
773.152755567056 2178.30941315611 2882.85692069463 "ee"
386.835588147844 2093.63691463547 3032.27423279219 "ee"
659.450560943761 2365.54033108245 2854.06756290122 "ee"
508.910655408284 2087.60593706108 2856.12373027134 "ee"
534.380821293775 2155.42621281507 3013.69490632493 "ee"
508.4952905146 2269.83325151554 2932.76006204063 "ee"
684.456367172487 2005.56671915026 2766.56184273523 "ee"
553.601025172097 2362.24831421289 2940.39185766332 "ee"
826.883672753858 1842.94222394147 3066.38366582188 "ee"
572.904028754645 2260.79985812021 2921.36006199312 "ee"
490.426209342781 2171.03467175662 2967.46796949677 "ee"
609.47089549158 2187.51435902147 2795.75524616316 "ee"
459.690110670323 1650.58961845467 2783.04978325938 "ee"
623.659401020461 2185.64620690733 2820.7339081385 "ee"
572.467028715659 1793.58392836899 2950.94440883548 "ee"
582.859001521512 2284.88854062167 2789.23403890336 "ee"
628.331934762925 2179.9067478034 2983.79915153563 "ee"
436.307668155702 2298.97945109382 3122.71530681038 "ee"
828.738949442168 1638.24289015206 3034.45377032677 "ee"
601.389146036464 2268.47600250232 2971.76084013109 "ee"
413.992022571053 2553.2152025316 3133.5741937094 "ee"
450.034594101178 2626.30322271467 2996.64594052245 "ee"
430.956792181154 2201.29278877561 3038.5673420981 "ee"
554.826622619495 2354.45523802464 3071.26946528524 "ee"
537.069463009371 2244.84029244519 3049.781656477 "ee"
501.05296161332 2419.0114694382 2993.73840953828 "ee"
511.163760791014 2416.67662901269 3036.5313062918 "ee"
521.914333693351 2359.32357467233 3095.71043340608 "ee"
538.879399125105 2088.43739047118 2926.40309878036 "ee"
493.270871737692 2230.67881609552 3008.80763702636 "ee"
604.447646188412 2188.29145106794 2711.84503173868 "ee"
660.631859525734 2228.91157733906 3020.8727411232 "ee"
434.871522548985 2425.19923428663 3019.56734366267 "ee"
324.256772183071 2243.18817734596 2920.46041193218 "ee"
618.064863462214 2149.26250528385 3047.27936347601 "ee"
575.179921718004 2183.76919934294 2964.54606453352 "ee"
531.576875224291 2124.94283108713 3110.59109643613 "ee"
653.827337895694 2310.24136093046 3051.29033886817 "ee"
499.674754609443 2064.96609180864 2841.08429748683 "ee"
599.460164985875 1556.30552665741 2973.42283722047 "ee"
870.492511893224 1848.33187321233 2958.4213180162 "ee"
597.461617739677 2134.80556078843 2831.08526907671 "ee"
514.932986329642 1678.34194059252 2942.01613617271 "ee"
790.750662660092 2143.3014449082 2929.42098657842 "ee"
696.415850391527 1744.53252265583 3035.93489596745 "ee"
568.679652133984 2243.58922790415 3150.43951332388 "ee"
486.95349100575 2422.49648057251 2948.73213086383 "ee"
616.433955585765 2199.30808517452 3059.63501584596 "ee"
645.144695218212 1632.06576410229 2842.28187367179 "ee"
554.104883603722 1641.55988002126 2966.29969351552 "ee"
435.808095364464 2447.92261360584 3100.22926756011 "ee"
581.336354234655 2103.82881336185 2929.157686879 "ee"
652.932774181794 1640.39770233548 3004.11555179173 "ee"
533.314459897799 2509.43141403969 2928.80518065351 "ee"
444.914188099624 2541.46295114682 3044.13049619126 "ee"
513.362359721695 2249.32204466462 3041.80827257777 "ee"
464.975478410896 2493.22688152057 3037.63119609797 "ee"
480.367904138728 2028.52252382263 2763.44973145422 "ee"
492.380457352662 2122.62925229392 3035.95524346203 "ee"
625.981297746296 2378.61600434212 2938.45615822491 "ee"
438.274924027719 2194.79505012721 2825.99656827005 "ee"
528.875077289261 2233.50892153186 3089.35037993154 "ee"
459.218385379645 2066.53289278194 2818.70655471058 "ee"
399.843023657152 2368.20213763519 2938.83926779285 "ee"
528.935946121937 2024.36656027643 2745.1513894309 "ee"
432.574453141886 2389.24809321326 3032.99170946784 "ee"
506.63025063136 2389.8072997787 3037.52639971702 "ee"
700.290470636811 2107.41962546322 2903.60789085786 "ee"
691.180100794213 2129.18532801036 2937.3233152976 "ee"
494.494572908996 2185.23479224318 3098.92551526908 "ee"
558.962266511904 2164.12314565244 2926.28148177422 "ee"
691.526444264043 2250.72388250629 2904.20209974716 "ee"
468.704381436492 1791.10454016987 3129.15599057114 "ee"
507.789131039781 2029.37634331597 2930.82528810047 "ee"
504.926198544117 2590.54512432066 3115.17503395796 "ee"
501.011914828903 2447.46078869862 2933.24362668045 "ee"
590.387559165302 2277.02201038075 3158.63054586573 "ee"
575.00322949438 2229.14545633415 3086.94748762489 "ee"
467.310643837052 2173.48191780862 3032.02995962775 "ee"
614.531217562861 2183.271093876 2893.52424399179 "ee"
662.033959010302 2277.56560574364 2931.36173081534 "ee"
566.579536147887 1500.04902523512 2919.86383359604 "ee"
887.12621658001 1645.99687844179 2738.19656770876 "ee"
494.331039070839 2335.06872963717 3019.63283146849 "ee"
774.97040395535 1778.99273241723 2991.68870332116 "ee"
483.728143440653 2289.93122946353 2996.02269485862 "ee"
586.304599034302 1547.42156000578 2938.60783378714 "ee"
462.971834242364 2218.75441633385 2886.46475857857 "ee"
544.785651305076 2311.41264387121 2871.51924800779 "ee"
453.753855230673 2272.39843908981 3122.39913758589 "ee"
725.788025006506 2173.86594758847 2832.82063709616 "ee"
519.749639184217 2232.85546844831 3018.87305535844 "ee"
318.573971947123 2192.53710383707 2860.01602850476 "ee"
377.900496856826 2621.78506493694 3043.43131036249 "ee"
441.505865518247 2314.41749117957 2971.19005012287 "ee"
569.518670524161 2060.39377085437 3006.12125848131 "ee"
594.593161905306 2277.72719718973 2803.86442048316 "ee"
373.992500981721 2105.42773056623 2824.18581539372 "ee"
622.472506073542 2243.82164434474 2853.97597373302 "ee"
611.338007403859 2151.34658835801 3164.53648263458 "ee"
538.349493196869 2161.25163300407 2870.18583586924 "ee"
581.541218770438 2115.87693052793 2994.4757943913 "ee"
465.740193198273 1605.31431585247 2742.85053135114 "ee"
469.406558515068 2140.34438554397 2861.26286643302 "ee"
516.980486823163 1627.54154307753 2767.91688594577 "ee"
591.076052192246 2343.01576454655 3138.14770952033 "ee"
512.604931185792 2226.1505472168 2868.05521803084 "ee"
448.352654183031 2335.98899514342 3036.97502186607 "ee"
461.779186839092 2088.83284611715 3009.31475299333 "ee"
410.852090131843 2380.16866095942 3080.31572776444 "ee"
518.886611032407 2202.68127782968 3061.23479027788 "ee"
418.591257909497 2685.715028588 3125.23685171783 "ee"
545.096210228352 1889.20361374833 2951.25982781092 "ee"
605.415407482409 2226.73257690093 2988.70416997465 "ee"
465.275667726322 2288.30124380824 2895.98448199145 "ee"
386.883967136996 2136.36456791871 2814.70270124404 "ee"
901.125448216424 1921.50357804001 3068.40651145459 "ee"
700.953989176621 1724.69737578919 3017.25458587145 "ee"
558.875471773691 2061.99235921792 2858.18657584751 "ee"
511.910098386133 2600.54341245608 2950.75721944576 "ee"
511.611050561895 1944.02440045567 2780.72333244938 "ee"
575.432138347108 2323.08902639916 2918.78277092013 "ee"
541.707766258687 2264.97031538668 2959.99634274803 "ee"
458.192805025602 1635.83178810651 2694.69227278563 "ee"
557.532188593087 2054.34411274131 2960.26782965437 "ee"
519.526759165834 2409.54958733525 2890.67945958666 "ee"
395.959668981853 2210.88836724764 2801.13615433374 "ee"
579.48781967346 2035.45427383687 2869.82707734915 "ee"
515.228082163186 2527.40806302109 3069.7206831139 "ee"
344.716745088374 2286.21386237751 3058.51872626021 "ee"
604.26794186915 2101.51353815512 2750.17093230944 "ee"
912.046632599783 1872.19290584197 2777.4201158348 "ee"
575.95995216314 2276.1989490901 2916.01359660957 "ee"
445.783189040393 2243.02391298341 2995.14708212446 "ee"
489.17612365024 1568.57529562474 2785.8809219198 "ee"
606.04897488208 2069.24670940817 2846.66272592528 "ee"
587.847423749385 1963.14315187316 2785.10595830825 "ee"
398.180935058614 2503.30584669655 3136.31448198378 "ee"
340.26051444416 2194.05687307283 3160.15630820542 "ee"
388.853667557093 2189.70349447863 2821.54798193402 "ee"
612.649152031761 2237.43139973744 2899.48647153791 "ee"
521.78196109149 2356.2016002888 2948.55134428828 "ee"
459.714878451169 2061.91605137898 3047.81130922946 "ee"
608.666184112042 2285.89147383206 2988.91203242027 "ee"
537.983624630014 2271.15900883289 2967.33246323997 "ee"
348.720335239224 1529.43124637737 2892.96403978197 "ee"
319.254735649337 2157.95287605483 2862.35504681917 "ee"
428.453108981404 2329.76996214931 2946.24451139159 "ee"
475.987167355197 2122.47982142934 3020.65296418851 "ee"
375.028793512335 2154.25708339978 3158.68296817284 "ee"
524.758375367954 2388.70320112709 2996.66003579828 "ee"
608.001129726813 2356.18434045031 2745.08800306523 "ee"
564.010250837956 2334.75343015734 3003.62030715429 "ee"
532.708873595843 2029.73571979866 2868.38748136787 "ee"
498.151255061533 2012.90882086791 3076.51742975295 "ee"
357.616624598287 2432.96166479527 3023.49890595938 "ee"
330.494137555332 2148.87639289509 2879.08535496525 "ee"
407.776641997377 2110.37764582842 3116.0064180271 "ee"
538.435486279564 2170.87460955659 2976.62859706943 "ee"
610.50381270496 2149.57361135613 2866.07803426845 "ee"
537.938564553051 2082.27838573125 3157.63571190124 "ee"
442.90220423872 2215.6466171726 2893.96877265882 "ee"
512.454935181189 2029.68055652975 2841.03342530214 "ee"
432.982226197344 2141.62240817237 2797.7934385075 "ee"
632.623774384638 2324.30703275944 3096.61257765785 "ee"
621.509208283721 1711.96755753064 2884.29475838111 "ee"
474.334707752233 2569.57405335134 3173.35235105421 "ee"
534.718668802433 2061.14018559291 2730.42196468669 "ee"
449.791964735045 2092.64367583014 2706.50411516481 "ee"
374.330316378491 2117.62808914137 2861.79541540869 "ee"
574.690101041436 2241.45337298648 2873.60034387774 "ee"
526.495604775078 2082.41752977725 2831.33890868468 "ee"
640.541357868615 2170.71520569953 3085.14228556707 "ee"
550.830192433841 2023.25604343767 3005.3154574697 "ee"
474.899534733968 2270.36909140212 2922.6853686298 "ee"
529.149102488536 1924.66050368406 3042.49580644551 "ee"
612.713559614486 2418.56066974867 2789.39535795618 "ee"
491.191267310577 2506.18032427671 2906.91039331613 "ee"
832.614491605435 1874.36062623615 3022.4658360988 "ee"
503.714971293852 1642.06423126041 2846.63058650181 "ee"
589.830798765786 2105.6774386897 2896.62843531463 "ee"
531.832989609435 2158.68230349484 2968.90509874399 "ee"
497.148082642208 2328.80688576043 3188.79816987277 "ee"
535.346072834751 2477.90564217551 3110.24191947158 "ee"
561.667743587434 2146.48974128513 3079.76840921329 "ee"
501.927275568635 1626.45930831531 2962.72467295929 "ee"
733.725413290574 2019.60126831015 2871.00441007385 "ee"
432.360835453386 2255.1547813727 2785.33174489923 "ee"
533.792638822023 2264.40336513798 3159.01674329124 "ee"
466.259844174817 1984.00708835298 2823.66217981512 "ee"
528.266584541828 2476.09701101369 3095.95519444051 "ee"
570.569121833982 2281.10340638202 3009.33563679825 "ee"
629.290604676066 2139.48830100158 2866.86535565108 "ee"
469.236276793733 2317.57884546058 3046.86312511979 "ee"
485.152518792552 2005.60603006208 2912.73405101883 "ee"
454.288299127283 2781.88328145473 3066.38715540766 "ee"
774.084210342209 2157.72786332768 2870.04748341035 "ee"
490.842820243032 1937.78900634617 2830.74198013747 "ee"
410.218073368956 2186.92196689527 2987.1728991823 "ee"
645.382789875739 2051.29630115906 3003.70076925789 "ee"
477.69725872873 2436.33598554342 3095.66901797153 "ee"
591.265437576005 2199.82105131874 3173.80802415039 "ee"
542.369821332335 2326.44419446685 3004.45434173916 "ee"
509.4129866754 2063.25316244405 3080.42137499546 "ee"
599.910600020583 1588.95423025556 2972.69827010732 "ee"
445.215534414525 2426.21811696792 3080.93725042939 "ee"
563.15807963925 1590.89466791634 3054.75784828102 "ee"
363.675905282021 2262.87996750383 3013.46640536395 "ee"
561.643129126159 2006.79211269707 3020.66783738617 "ee"
532.138171124756 2278.37567402227 2951.88012222563 "ee"
