F1 F2 F3 v
505.208770349574 2423.70527205585 2995.49764803417 ee
318.272047963929 2222.32793910996 2797.60725253415 ee
630.723021768534 2058.3099458453 3151.78618071014 ee
674.819054268863 1811.69015030939 2976.77780957399 ee
502.554937474336 2561.52969875287 2896.04816833065 ee
513.740733877191 2026.66296562011 2903.82610340423 ee
539.754686401995 1860.22402397605 2796.71308367909 ee
475.987931715474 2342.62302798952 2966.88752456424 ee
666.774203314146 2146.37556049697 3000.40681363346 ee
442.518187026738 2313.64986583484 2834.58802620222 ee
516.748113647844 2230.71985969321 2805.01808076297 ee
366.77468698008 2361.56114671959 2998.44634145746 ee
568.154530915203 2582.32662571908 2897.37017139958 ee
508.67382559356 2349.39902374609 3032.18090247267 ee
542.35606176915 2332.30763228978 3091.32207900496 ee
482.241537813151 2196.84070275415 2913.58729149862 ee
625.780927355556 1804.26177076705 3096.21216089604 ee
541.265160265299 2533.82979651214 3015.30149673531 ee
567.899249238239 1986.78687762773 2884.19226529303 ee
488.519324870361 2037.26743307544 2999.04241532308 ee
434.303455470838 2170.15256667341 2749.19951712558 ee
380.528471543072 2343.88560175981 2969.05825839158 ee
513.324521529602 2228.70465397211 2823.27545005616 ee
492.457844852707 1990.10031218951 2944.52439976349 ee
474.493553290473 2240.96338402015 3116.72782288534 ee
564.986928101512 2280.06498069215 3031.89658667933 ee
601.47291321941 2116.10299656299 2876.08681311344 ee
566.464658594946 1963.7964843967 2965.31932729165 ee
555.492285615462 1974.78977954089 3045.45514123934 ee
458.51459714768 2304.69557387085 3053.08367461389 ee
605.67829329831 2172.23785606054 2980.22989880769 ee
417.185069751968 2071.41486330802 2984.76137949258 ee
392.431398064637 2218.36939450928 2895.00606328371 ee
466.718314726614 2495.39145577337 2957.12158913768 ee
547.54724016088 2139.84222497033 3042.58214994616 ee
611.088640802115 1830.55860476717 2921.98436748996 ee
391.728431434384 2573.77831263589 3104.65847695036 ee
612.333406588306 2105.02601295747 3151.92328223396 ee
397.847993484438 2331.50462202037 3012.46413822777 ee
472.255920491072 2255.52218406835 2950.06942873513 ee
665.433788905734 1909.695958251 3059.9797149083 ee
678.601204256217 1944.33877292319 2802.90179306206 ee
526.148551354552 2166.09586976611 3055.20950876762 ee
544.928456828007 2409.46403765755 3155.99006446071 ee
407.11007501017 2270.71057139389 2745.35817116456 ee
638.665034463779 1748.52838420276 2772.60365112684 ee
551.605047803105 2078.62947754035 3121.71189721668 ee
611.364462327424 2245.43808895621 2996.7265579752 ee
521.305787244416 2186.97212565684 3105.94897873587 ee
328.930144693083 2462.3652687459 3073.30247144547 ee
509.510159431945 1765.73753704049 2993.98142465317 ee
558.320216774478 2028.62614659029 2868.28234112187 ee
533.009879754314 2151.24434807163 3007.81966745631 ee
418.319916865371 2282.58486787556 3063.52906550233 ee
516.441928693897 2261.05419475103 2983.06779315883 ee
584.293580879357 2358.00209226864 3340.70844991205 ee
691.925178802251 2052.26265931216 2923.31167235845 ee
526.342913983672 1764.33931979217 2462.05908016511 ee
540.441628136203 1810.93784131354 2909.3050115949 ee
470.894438706003 2205.17047744755 2760.76047502853 ee
602.87728504696 1773.27527488867 2763.73663188845 ee
483.156514148812 2606.98019156269 3049.22349045808 ee
448.196943906502 2213.77649416273 2817.12775816096 ee
527.124560708117 2039.0257338753 2799.39820838139 ee
530.971127031102 2249.98789013303 2964.83127380961 ee
409.552505217473 2518.08265367936 3165.21054002802 ee
493.95194458539 2159.74483434026 2828.60256289963 ee
458.528508798466 2230.29200756881 3204.69973994402 ee
480.318128287346 1759.05555480342 2906.34725494873 ee
437.462474043497 2121.40311936132 3071.8216761673 ee
696.866328206303 1985.02357544546 2930.35271605741 ee
651.763579541443 1880.03738303662 2802.94780580564 ee
539.012282653903 2170.89406361988 3027.4342017921 ee
507.442888954893 2177.57757420312 3065.18399645478 ee
680.033540935587 2035.40280270431 3059.20045667152 ee
642.98183961244 1956.2924580873 3076.53484029309 ee
644.344373592508 2083.07560391525 2888.34115454042 ee
647.120893379227 1863.19647906409 2819.52895028892 ee
577.209402970434 1980.91654770122 2805.43942562286 ee
493.9638944374 2315.09799914932 2953.28680345995 ee
473.867141500929 2152.71343202972 2908.35504391364 ee
561.069746692208 2245.56697113196 2866.47185539675 ee
614.157934020596 2164.40690680109 3095.83545242881 ee
463.445312380609 2291.82372791038 2957.18400657891 ee
477.1487811011 2215.4425661127 2930.84147627641 ee
436.405988948363 2082.25006502964 2924.50434968101 ee
461.041185642029 2112.08306394383 2844.04096978829 ee
564.771835128167 2069.64965476882 3011.8285657777 ee
565.208969248175 1996.32277481758 2758.73619760667 ee
696.800281040473 1914.20064047579 3025.31449605523 ee
638.842045843087 1732.3785677822 2970.24542423617 ee
513.755038775369 2241.14828298808 2945.03811024016 ee
585.00459537002 1959.71920925182 3033.1076448227 ee
438.688059874484 2189.12686456514 2960.05986387082 ee
581.174965918391 2211.95190484464 2957.55309990237 ee
537.004093544263 2396.66315599416 2996.55678611206 ee
399.717249129363 2075.10350396729 2969.76216780205 ee
505.019331766567 2129.88956374763 2969.25591770935 ee
458.161287698673 2279.74618072119 3146.82866302953 ee
410.681988943194 2650.72018752812 2748.32829876271 ee
500.954320620381 2393.32015233629 3118.2229522459 ee
491.44415191131 2266.27132511028 2957.69075622725 ee
531.165748264944 2529.33104472706 2983.65718629027 ee
469.746857273091 2067.60521440055 2774.00679580829 ee
498.97849842476 2175.64395050643 2935.25204266643 ee
538.799855275258 2431.56464247101 3026.20471024998 ee
558.254659969563 1801.65046300118 2814.32416208366 ee
300.222841434071 2363.65137799937 2708.35096598234 ee
492.6393089853 1964.8469398965 2932.36037741343 ee
378.651085220246 2219.62951449419 2968.98130750039 ee
422.238077395612 2755.15552117029 3120.22799731812 ee
434.69707055855 2329.10383144925 2776.18989582574 ee
507.229219766122 1860.00694635618 2545.34903493967 ee
453.221547549672 2246.98813958189 2791.65821129598 ee
349.783124821367 2568.43138775064 3284.80748735281 ee
374.2001556185 2699.93175243231 3147.26749258732 ee
379.600263292789 2174.03878608144 2900.19283745092 ee
603.787845081569 1953.19095754298 2906.44427910032 ee
671.011287777107 1918.67017700239 3004.47183548098 ee
516.011101542758 2246.74407101233 3130.97868445511 ee
362.820866215831 2402.08949653332 3055.65119756731 ee
556.496324332309 2201.29636530162 3035.97191738799 ee
620.36278705157 2007.18349932646 3086.72143551091 ee
459.145867197038 2268.24725864259 2987.5553142317 ee
460.097984084717 2053.20761942836 2850.58449620051 ee
453.702835368706 2101.93976481931 2846.80154581546 ee
708.805006141888 1877.82597585716 2733.34164251192 ee
326.271095284226 2343.63447121031 2881.570425215 ee
468.459963301088 2174.18432459077 2986.25672750277 ee
553.359501420032 2102.80953885829 2947.49968638068 ee
528.209872086614 2247.53865521613 2887.31011658234 ee
389.081995949614 2512.77899085216 3035.01698370928 ee
685.818227183488 2126.72977478887 2901.55969844916 ee
458.534275534534 2099.61827564435 3018.10200221661 ee
428.13799008516 2264.10132167109 2853.08817167115 ee
556.178458256703 2296.89354277669 3027.73112219005 ee
542.868296233193 2030.58184283345 3036.97929917059 ee
524.034912116048 2453.82969537632 2978.17886030598 ee
460.056573387459 2345.84105492349 2669.21621637134 ee
520.918266189052 2187.73046562679 2951.53320328406 ee
570.44557778792 2079.97881645642 2966.13345439984 ee
537.760543533991 2326.16657665974 3122.79706749881 ee
548.009362656581 1948.9002889481 2753.65844489009 ee
428.270050744867 2166.33483211291 2915.34066881287 ee
580.617047727474 2096.31631775369 3026.03508242375 ee
522.29276082293 2085.59617631789 2971.54840250943 ee
538.030072892477 2247.78546493555 2819.41418835464 ee
618.916238019499 2052.01629838998 3096.90856598325 ee
500.760492689743 2165.99177062881 3134.15768400889 ee
572.57618530132 2111.55336469374 2942.49547666461 ee
427.600350156879 2347.47722470534 2849.49155810783 ee
513.206170653818 2325.70641852269 3041.72339287039 ee
297.618230832252 2644.83314246529 3063.12293586375 ee
603.222780477269 2112.66747300269 2873.76685037535 ee
480.066700008222 2218.74414547468 3288.29247997596 ee
390.078524704957 2225.83468529036 2822.76307101652 ee
